,date,state,deaths,cases
1006,2020-09-22,Córdoba,1028.0,16.0
2244,2020-09-22,Salta,116.0,18.0
1537,2020-09-22,La Rioja,6.0,2.0
2496,2020-09-22,Santa Cruz,168.0,2.0
1928,2020-09-22,Neuquén,388.0,7.0
1427,2020-09-22,La Pampa,127.0,1.0
1198,2020-09-22,Entre Ríos,312.0,6.0
2975,2020-09-22,Tucumán,376.0,11.0
189,2020-09-23,Buenos Aires,5759.0,188.0
2866,2020-09-23,Tierra del Fuego,83.0,2.0
1929,2020-09-23,Neuquén,375.0,6.0
2759,2020-09-23,Santiago del Estero,146.0,3.0
2108,2020-09-23,Río Negro,299.0,13.0
2497,2020-09-23,Santa Cruz,145.0,3.0
1350,2020-09-23,Jujuy,33.0,18.0
686,2020-09-23,Chaco,95.0,5.0
1538,2020-09-23,La Rioja,10.0,5.0
1199,2020-09-23,Entre Ríos,321.0,1.0
2976,2020-09-23,Tucumán,352.0,10.0
2245,2020-09-23,Salta,162.0,22.0
871,2020-09-23,Corrientes,4.0,2.0
1007,2020-09-23,Córdoba,1289.0,19.0
2330,2020-09-23,San Juan,25.0,1.0
2660,2020-09-23,Santa Fe,984.0,45.0
1709,2020-09-23,Mendoza,381.0,19.0
448,2020-09-23,CABA,1730.0,43.0
2394,2020-09-23,San Luis,35.0,2.0
788,2020-09-23,Chubut,203.0,3.0
2395,2020-09-24,San Luis,23.0,2.0
687,2020-09-24,Chaco,83.0,3.0
190,2020-09-24,Buenos Aires,5544.0,178.0
2760,2020-09-24,Santiago del Estero,226.0,5.0
1539,2020-09-24,La Rioja,7.0,6.0
1930,2020-09-24,Neuquén,428.0,5.0
1008,2020-09-24,Córdoba,1079.0,19.0
1840,2020-09-24,Misiones,9.0,3.0
2867,2020-09-24,Tierra del Fuego,104.0,1.0
2661,2020-09-24,Santa Fe,1005.0,31.0
1351,2020-09-24,Jujuy,45.0,11.0
789,2020-09-24,Chubut,160.0,1.0
1200,2020-09-24,Entre Ríos,297.0,4.0
2498,2020-09-24,Santa Cruz,172.0,3.0
2246,2020-09-24,Salta,160.0,26.0
449,2020-09-24,CABA,1718.0,43.0
1710,2020-09-24,Mendoza,430.0,26.0
2109,2020-09-24,Río Negro,295.0,12.0
2977,2020-09-24,Tucumán,239.0,8.0
1352,2020-09-25,Jujuy,28.0,9.0
2331,2020-09-25,San Juan,63.0,2.0
2978,2020-09-25,Tucumán,365.0,13.0
2662,2020-09-25,Santa Fe,1176.0,45.0
1009,2020-09-25,Córdoba,828.0,21.0
2110,2020-09-25,Río Negro,344.0,5.0
790,2020-09-25,Chubut,178.0,7.0
688,2020-09-25,Chaco,134.0,4.0
1931,2020-09-25,Neuquén,512.0,5.0
1201,2020-09-25,Entre Ríos,322.0,3.0
191,2020-09-25,Buenos Aires,6190.0,195.0
1540,2020-09-25,La Rioja,6.0,9.0
450,2020-09-25,CABA,1623.0,51.0
2868,2020-09-25,Tierra del Fuego,149.0,2.0
2499,2020-09-25,Santa Cruz,171.0,3.0
2247,2020-09-25,Salta,159.0,26.0
1711,2020-09-25,Mendoza,522.0,25.0
1202,2020-09-26,Entre Ríos,324.0,7.0
1712,2020-09-26,Mendoza,459.0,18.0
1932,2020-09-26,Neuquén,494.0,5.0
1353,2020-09-26,Jujuy,19.0,18.0
689,2020-09-26,Chaco,148.0,2.0
791,2020-09-26,Chubut,166.0,3.0
1541,2020-09-26,La Rioja,12.0,5.0
2500,2020-09-26,Santa Cruz,143.0,5.0
2663,2020-09-26,Santa Fe,1157.0,39.0
2111,2020-09-26,Río Negro,371.0,5.0
1428,2020-09-26,La Pampa,85.0,3.0
451,2020-09-26,CABA,1304.0,31.0
192,2020-09-26,Buenos Aires,5966.0,189.0
2979,2020-09-26,Tucumán,305.0,14.0
2869,2020-09-26,Tierra del Fuego,127.0,1.0
2761,2020-09-26,Santiago del Estero,160.0,2.0
872,2020-09-26,Corrientes,2.0,1.0
2248,2020-09-26,Salta,140.0,20.0
1010,2020-09-26,Córdoba,856.0,23.0
2396,2020-09-26,San Luis,26.0,2.0
2332,2020-09-26,San Juan,48.0,4.0
2762,2020-09-27,Santiago del Estero,141.0,3.0
1203,2020-09-27,Entre Ríos,330.0,4.0
2501,2020-09-27,Santa Cruz,138.0,2.0
1011,2020-09-27,Córdoba,949.0,15.0
690,2020-09-27,Chaco,111.0,3.0
2333,2020-09-27,San Juan,61.0,5.0
1933,2020-09-27,Neuquén,438.0,4.0
1354,2020-09-27,Jujuy,19.0,5.0
792,2020-09-27,Chubut,180.0,4.0
2980,2020-09-27,Tucumán,369.0,13.0
1542,2020-09-27,La Rioja,8.0,3.0
2249,2020-09-27,Salta,189.0,18.0
1713,2020-09-27,Mendoza,439.0,13.0
2664,2020-09-27,Santa Fe,1156.0,42.0
2397,2020-09-27,San Luis,47.0,2.0
2112,2020-09-27,Río Negro,401.0,10.0
193,2020-09-27,Buenos Aires,6040.0,181.0
1429,2020-09-27,La Pampa,117.0,1.0
452,2020-09-27,CABA,1512.0,47.0
2870,2020-09-27,Tierra del Fuego,145.0,3.0
873,2020-09-27,Corrientes,6.0,2.0
2113,2020-09-28,Río Negro,447.0,11.0
2502,2020-09-28,Santa Cruz,145.0,2.0
1714,2020-09-28,Mendoza,509.0,13.0
194,2020-09-28,Buenos Aires,7259.0,189.0
2981,2020-09-28,Tucumán,519.0,15.0
2665,2020-09-28,Santa Fe,1505.0,29.0
2763,2020-09-28,Santiago del Estero,443.0,3.0
1543,2020-09-28,La Rioja,12.0,3.0
2250,2020-09-28,Salta,189.0,18.0
874,2020-09-28,Corrientes,1.0,1.0
2871,2020-09-28,Tierra del Fuego,196.0,1.0
453,2020-09-28,CABA,1683.0,47.0
2398,2020-09-28,San Luis,59.0,2.0
1355,2020-09-28,Jujuy,29.0,12.0
1934,2020-09-28,Neuquén,635.0,2.0
1841,2020-09-28,Misiones,37.0,1.0
793,2020-09-28,Chubut,259.0,4.0
691,2020-09-28,Chaco,141.0,7.0
1204,2020-09-28,Entre Ríos,365.0,9.0
2334,2020-09-28,San Juan,50.0,2.0
1012,2020-09-28,Córdoba,1128.0,21.0
1935,2020-09-29,Neuquén,496.0,7.0
2666,2020-09-29,Santa Fe,1287.0,29.0
2114,2020-09-29,Río Negro,345.0,5.0
454,2020-09-29,CABA,1446.0,43.0
692,2020-09-29,Chaco,126.0,4.0
2503,2020-09-29,Santa Cruz,183.0,2.0
2251,2020-09-29,Salta,163.0,14.0
2335,2020-09-29,San Juan,55.0,1.0
2982,2020-09-29,Tucumán,317.0,18.0
794,2020-09-29,Chubut,247.0,4.0
1356,2020-09-29,Jujuy,31.0,4.0
2399,2020-09-29,San Luis,41.0,4.0
1544,2020-09-29,La Rioja,4.0,1.0
1013,2020-09-29,Córdoba,991.0,13.0
2872,2020-09-29,Tierra del Fuego,191.0,1.0
2764,2020-09-29,Santiago del Estero,294.0,3.0
1715,2020-09-29,Mendoza,447.0,24.0
195,2020-09-29,Buenos Aires,6083.0,178.0
1205,2020-09-29,Entre Ríos,304.0,5.0
2252,2020-09-30,Salta,168.0,16.0
795,2020-09-30,Chubut,279.0,2.0
1716,2020-09-30,Mendoza,371.0,23.0
1206,2020-09-30,Entre Ríos,294.0,3.0
2115,2020-09-30,Río Negro,317.0,12.0
1936,2020-09-30,Neuquén,446.0,7.0
2667,2020-09-30,Santa Fe,1178.0,26.0
1014,2020-09-30,Córdoba,951.0,28.0
1842,2020-09-30,Misiones,23.0,1.0
2336,2020-09-30,San Juan,56.0,4.0
1545,2020-09-30,La Rioja,8.0,2.0
455,2020-09-30,CABA,1419.0,48.0
2504,2020-09-30,Santa Cruz,149.0,3.0
2983,2020-09-30,Tucumán,374.0,22.0
1430,2020-09-30,La Pampa,103.0,1.0
196,2020-09-30,Buenos Aires,5790.0,203.0
2873,2020-09-30,Tierra del Fuego,184.0,1.0
693,2020-09-30,Chaco,83.0,2.0
1357,2020-09-30,Jujuy,21.0,11.0
2400,2020-10-01,San Luis,57.0,4.0
796,2020-10-01,Chubut,299.0,2.0
2765,2020-10-01,Santiago del Estero,339.0,4.0
1937,2020-10-01,Neuquén,577.0,8.0
694,2020-10-01,Chaco,125.0,3.0
2668,2020-10-01,Santa Fe,1349.0,23.0
456,2020-10-01,CABA,1616.0,46.0
1015,2020-10-01,Córdoba,1101.0,30.0
1431,2020-10-01,La Pampa,134.0,1.0
1717,2020-10-01,Mendoza,574.0,12.0
1207,2020-10-01,Entre Ríos,344.0,1.0
2505,2020-10-01,Santa Cruz,190.0,2.0
2874,2020-10-01,Tierra del Fuego,163.0,2.0
1546,2020-10-01,La Rioja,10.0,4.0
197,2020-10-01,Buenos Aires,6730.0,189.0
875,2020-10-01,Corrientes,4.0,1.0
2337,2020-10-01,San Juan,63.0,4.0
2984,2020-10-01,Tucumán,459.0,18.0
1358,2020-10-01,Jujuy,41.0,10.0
2253,2020-10-01,Salta,236.0,24.0
2116,2020-10-01,Río Negro,466.0,6.0
2875,2020-10-02,Tierra del Fuego,187.0,2.0
2766,2020-10-02,Santiago del Estero,352.0,2.0
457,2020-10-02,CABA,1371.0,39.0
198,2020-10-02,Buenos Aires,5822.0,168.0
2985,2020-10-02,Tucumán,365.0,14.0
2506,2020-10-02,Santa Cruz,153.0,2.0
1938,2020-10-02,Neuquén,569.0,10.0
2401,2020-10-02,San Luis,58.0,4.0
1359,2020-10-02,Jujuy,22.0,11.0
1208,2020-10-02,Entre Ríos,304.0,2.0
1432,2020-10-02,La Pampa,81.0,1.0
1718,2020-10-02,Mendoza,503.0,19.0
1547,2020-10-02,La Rioja,15.0,4.0
797,2020-10-02,Chubut,334.0,6.0
1016,2020-10-02,Córdoba,1037.0,28.0
2669,2020-10-02,Santa Fe,1260.0,29.0
2254,2020-10-02,Salta,159.0,25.0
695,2020-10-02,Chaco,130.0,2.0
876,2020-10-02,Corrientes,2.0,1.0
2117,2020-10-02,Río Negro,342.0,6.0
2670,2020-10-03,Santa Fe,1287.0,26.0
458,2020-10-03,CABA,1266.0,48.0
1209,2020-10-03,Entre Ríos,357.0,4.0
1360,2020-10-03,Jujuy,17.0,5.0
1719,2020-10-03,Mendoza,483.0,15.0
2338,2020-10-03,San Juan,24.0,2.0
199,2020-10-03,Buenos Aires,5846.0,167.0
2402,2020-10-03,San Luis,61.0,2.0
2255,2020-10-03,Salta,155.0,8.0
2876,2020-10-03,Tierra del Fuego,188.0,1.0
2118,2020-10-03,Río Negro,392.0,5.0
1433,2020-10-03,La Pampa,101.0,3.0
1548,2020-10-03,La Rioja,14.0,5.0
2986,2020-10-03,Tucumán,330.0,10.0
1017,2020-10-03,Córdoba,874.0,29.0
1939,2020-10-03,Neuquén,555.0,5.0
798,2020-10-03,Chubut,378.0,2.0
2767,2020-10-03,Santiago del Estero,200.0,1.0
696,2020-10-03,Chaco,127.0,6.0
2339,2020-10-04,San Juan,30.0,1.0
200,2020-10-04,Buenos Aires,5610.0,172.0
1720,2020-10-04,Mendoza,410.0,13.0
2507,2020-10-04,Santa Cruz,147.0,2.0
2256,2020-10-04,Salta,124.0,19.0
877,2020-10-04,Corrientes,1.0,1.0
2403,2020-10-04,San Luis,42.0,3.0
2877,2020-10-04,Tierra del Fuego,176.0,1.0
1940,2020-10-04,Neuquén,458.0,3.0
1018,2020-10-04,Córdoba,959.0,31.0
799,2020-10-04,Chubut,333.0,12.0
2119,2020-10-04,Río Negro,330.0,4.0
1210,2020-10-04,Entre Ríos,310.0,5.0
459,2020-10-04,CABA,1379.0,49.0
1549,2020-10-04,La Rioja,15.0,4.0
2987,2020-10-04,Tucumán,402.0,18.0
697,2020-10-04,Chaco,119.0,1.0
2671,2020-10-04,Santa Fe,1123.0,25.0
2768,2020-10-04,Santiago del Estero,218.0,3.0
1361,2020-10-04,Jujuy,17.0,3.0
2769,2020-10-05,Santiago del Estero,389.0,2.0
2257,2020-10-05,Salta,186.0,17.0
2988,2020-10-05,Tucumán,406.0,14.0
2878,2020-10-05,Tierra del Fuego,260.0,3.0
2120,2020-10-05,Río Negro,523.0,12.0
1211,2020-10-05,Entre Ríos,472.0,3.0
2508,2020-10-05,Santa Cruz,180.0,2.0
201,2020-10-05,Buenos Aires,6940.0,166.0
800,2020-10-05,Chubut,390.0,6.0
878,2020-10-05,Corrientes,3.0,3.0
2404,2020-10-05,San Luis,76.0,1.0
1550,2020-10-05,La Rioja,9.0,4.0
1362,2020-10-05,Jujuy,21.0,11.0
1941,2020-10-05,Neuquén,601.0,14.0
698,2020-10-05,Chaco,112.0,6.0
460,2020-10-05,CABA,1739.0,56.0
2340,2020-10-05,San Juan,22.0,1.0
1721,2020-10-05,Mendoza,528.0,17.0
2672,2020-10-05,Santa Fe,1447.0,26.0
1019,2020-10-05,Córdoba,1530.0,26.0
461,2020-10-06,CABA,1527.0,50.0
2509,2020-10-06,Santa Cruz,186.0,1.0
1722,2020-10-06,Mendoza,439.0,20.0
2258,2020-10-06,Salta,160.0,26.0
2121,2020-10-06,Río Negro,386.0,6.0
801,2020-10-06,Chubut,320.0,5.0
2879,2020-10-06,Tierra del Fuego,193.0,1.0
2673,2020-10-06,Santa Fe,1292.0,25.0
1020,2020-10-06,Córdoba,1328.0,25.0
699,2020-10-06,Chaco,110.0,6.0
1551,2020-10-06,La Rioja,15.0,2.0
1212,2020-10-06,Entre Ríos,358.0,7.0
2405,2020-10-06,San Luis,68.0,3.0
2770,2020-10-06,Santiago del Estero,379.0,2.0
2989,2020-10-06,Tucumán,433.0,10.0
202,2020-10-06,Buenos Aires,5957.0,173.0
879,2020-10-06,Corrientes,5.0,1.0
1363,2020-10-06,Jujuy,19.0,5.0
1942,2020-10-06,Neuquén,512.0,5.0
1552,2020-10-07,La Rioja,16.0,2.0
1723,2020-10-07,Mendoza,417.0,12.0
2122,2020-10-07,Río Negro,371.0,8.0
1364,2020-10-07,Jujuy,6.0,4.0
1213,2020-10-07,Entre Ríos,357.0,6.0
203,2020-10-07,Buenos Aires,5599.0,171.0
700,2020-10-07,Chaco,108.0,6.0
802,2020-10-07,Chubut,300.0,5.0
2259,2020-10-07,Salta,142.0,14.0
2674,2020-10-07,Santa Fe,1329.0,34.0
2771,2020-10-07,Santiago del Estero,419.0,3.0
2510,2020-10-07,Santa Cruz,178.0,3.0
2990,2020-10-07,Tucumán,326.0,19.0
2880,2020-10-07,Tierra del Fuego,200.0,2.0
1021,2020-10-07,Córdoba,1290.0,41.0
462,2020-10-07,CABA,1434.0,34.0
1943,2020-10-07,Neuquén,504.0,15.0
2991,2020-10-08,Tucumán,275.0,16.0
1022,2020-10-08,Córdoba,1341.0,34.0
2772,2020-10-08,Santiago del Estero,521.0,1.0
2260,2020-10-08,Salta,135.0,22.0
2675,2020-10-08,Santa Fe,1378.0,37.0
2341,2020-10-08,San Juan,47.0,2.0
1214,2020-10-08,Entre Ríos,395.0,8.0
701,2020-10-08,Chaco,93.0,10.0
2123,2020-10-08,Río Negro,479.0,6.0
204,2020-10-08,Buenos Aires,5288.0,185.0
1724,2020-10-08,Mendoza,425.0,27.0
2406,2020-10-08,San Luis,77.0,3.0
1944,2020-10-08,Neuquén,565.0,9.0
803,2020-10-08,Chubut,312.0,10.0
1553,2020-10-08,La Rioja,6.0,2.0
1365,2020-10-08,Jujuy,17.0,4.0
2511,2020-10-08,Santa Cruz,171.0,4.0
463,2020-10-08,CABA,1457.0,43.0
2881,2020-10-09,Tierra del Fuego,240.0,1.0
1945,2020-10-09,Neuquén,585.0,9.0
702,2020-10-09,Chaco,80.0,9.0
1843,2020-10-09,Misiones,41.0,1.0
2773,2020-10-09,Santiago del Estero,750.0,3.0
464,2020-10-09,CABA,1356.0,37.0
2992,2020-10-09,Tucumán,308.0,20.0
1725,2020-10-09,Mendoza,538.0,17.0
2512,2020-10-09,Santa Cruz,175.0,3.0
1554,2020-10-09,La Rioja,41.0,8.0
1366,2020-10-09,Jujuy,19.0,4.0
804,2020-10-09,Chubut,289.0,5.0
205,2020-10-09,Buenos Aires,5252.0,188.0
2407,2020-10-09,San Luis,69.0,4.0
2124,2020-10-09,Río Negro,439.0,10.0
2342,2020-10-09,San Juan,32.0,4.0
2261,2020-10-09,Salta,169.0,16.0
2676,2020-10-09,Santa Fe,1418.0,41.0
1215,2020-10-09,Entre Ríos,405.0,9.0
1023,2020-10-09,Córdoba,1380.0,36.0
2125,2020-10-10,Río Negro,490.0,11.0
2677,2020-10-10,Santa Fe,1738.0,20.0
1367,2020-10-10,Jujuy,24.0,5.0
465,2020-10-10,CABA,1345.0,41.0
1555,2020-10-10,La Rioja,36.0,4.0
1946,2020-10-10,Neuquén,752.0,6.0
1726,2020-10-10,Mendoza,589.0,19.0
1216,2020-10-10,Entre Ríos,525.0,7.0
2262,2020-10-10,Salta,194.0,21.0
703,2020-10-10,Chaco,110.0,4.0
2513,2020-10-10,Santa Cruz,189.0,4.0
1434,2020-10-10,La Pampa,183.0,1.0
2882,2020-10-10,Tierra del Fuego,281.0,2.0
2774,2020-10-10,Santiago del Estero,467.0,5.0
2408,2020-10-10,San Luis,90.0,2.0
206,2020-10-10,Buenos Aires,7010.0,148.0
1024,2020-10-10,Córdoba,1626.0,27.0
805,2020-10-10,Chubut,373.0,9.0
2993,2020-10-10,Tucumán,383.0,12.0
880,2020-10-11,Corrientes,2.0,1.0
1217,2020-10-11,Entre Ríos,400.0,8.0
1368,2020-10-11,Jujuy,11.0,5.0
806,2020-10-11,Chubut,287.0,2.0
466,2020-10-11,CABA,1239.0,42.0
1556,2020-10-11,La Rioja,43.0,5.0
2514,2020-10-11,Santa Cruz,176.0,2.0
2126,2020-10-11,Río Negro,333.0,2.0
2343,2020-10-11,San Juan,34.0,1.0
1025,2020-10-11,Córdoba,1086.0,17.0
704,2020-10-11,Chaco,121.0,4.0
2409,2020-10-11,San Luis,90.0,3.0
1947,2020-10-11,Neuquén,514.0,7.0
2678,2020-10-11,Santa Fe,1493.0,28.0
2994,2020-10-11,Tucumán,320.0,9.0
2883,2020-10-11,Tierra del Fuego,229.0,2.0
207,2020-10-11,Buenos Aires,4934.0,138.0
2263,2020-10-11,Salta,101.0,24.0
1727,2020-10-11,Mendoza,478.0,20.0
2775,2020-10-11,Santiago del Estero,308.0,1.0
705,2020-10-12,Chaco,155.0,5.0
1435,2020-10-12,La Pampa,247.0,3.0
467,2020-10-12,CABA,1527.0,38.0
2995,2020-10-12,Tucumán,378.0,14.0
1948,2020-10-12,Neuquén,589.0,6.0
2515,2020-10-12,Santa Cruz,261.0,2.0
1369,2020-10-12,Jujuy,14.0,6.0
2344,2020-10-12,San Juan,69.0,3.0
2679,2020-10-12,Santa Fe,1839.0,21.0
1026,2020-10-12,Córdoba,1460.0,35.0
2264,2020-10-12,Salta,164.0,10.0
2127,2020-10-12,Río Negro,482.0,9.0
208,2020-10-12,Buenos Aires,6374.0,148.0
2884,2020-10-12,Tierra del Fuego,236.0,2.0
1728,2020-10-12,Mendoza,631.0,12.0
1218,2020-10-12,Entre Ríos,490.0,6.0
2776,2020-10-12,Santiago del Estero,512.0,1.0
807,2020-10-12,Chubut,400.0,4.0
1557,2020-10-12,La Rioja,42.0,4.0
2885,2020-10-13,Tierra del Fuego,268.0,3.0
2777,2020-10-13,Santiago del Estero,608.0,3.0
2265,2020-10-13,Salta,143.0,14.0
1844,2020-10-13,Misiones,25.0,2.0
1027,2020-10-13,Córdoba,1359.0,46.0
2996,2020-10-13,Tucumán,347.0,18.0
706,2020-10-13,Chaco,141.0,6.0
2410,2020-10-13,San Luis,99.0,4.0
2516,2020-10-13,Santa Cruz,213.0,2.0
2680,2020-10-13,Santa Fe,1717.0,33.0
1949,2020-10-13,Neuquén,588.0,15.0
1436,2020-10-13,La Pampa,296.0,1.0
808,2020-10-13,Chubut,434.0,7.0
2128,2020-10-13,Río Negro,443.0,15.0
1219,2020-10-13,Entre Ríos,540.0,6.0
2345,2020-10-13,San Juan,63.0,3.0
1370,2020-10-13,Jujuy,17.0,14.0
468,2020-10-13,CABA,1532.0,28.0
1558,2020-10-13,La Rioja,17.0,9.0
1729,2020-10-13,Mendoza,541.0,17.0
209,2020-10-13,Buenos Aires,6391.0,142.0
2778,2020-10-14,Santiago del Estero,619.0,2.0
1220,2020-10-14,Entre Ríos,459.0,5.0
809,2020-10-14,Chubut,413.0,4.0
707,2020-10-14,Chaco,137.0,11.0
2886,2020-10-14,Tierra del Fuego,219.0,3.0
2997,2020-10-14,Tucumán,494.0,20.0
1371,2020-10-14,Jujuy,15.0,3.0
1028,2020-10-14,Córdoba,1446.0,47.0
2517,2020-10-14,Santa Cruz,233.0,4.0
1730,2020-10-14,Mendoza,550.0,27.0
2681,2020-10-14,Santa Fe,1518.0,21.0
1950,2020-10-14,Neuquén,560.0,11.0
2346,2020-10-14,San Juan,55.0,2.0
2266,2020-10-14,Salta,139.0,18.0
2129,2020-10-14,Río Negro,384.0,8.0
469,2020-10-14,CABA,1491.0,52.0
1559,2020-10-14,La Rioja,20.0,2.0
210,2020-10-14,Buenos Aires,5484.0,148.0
2411,2020-10-14,San Luis,98.0,1.0
1372,2020-10-15,Jujuy,26.0,7.0
1221,2020-10-15,Entre Ríos,464.0,2.0
708,2020-10-15,Chaco,103.0,8.0
2412,2020-10-15,San Luis,78.0,1.0
2887,2020-10-15,Tierra del Fuego,203.0,5.0
1560,2020-10-15,La Rioja,23.0,5.0
2267,2020-10-15,Salta,172.0,11.0
470,2020-10-15,CABA,1342.0,35.0
2779,2020-10-15,Santiago del Estero,463.0,1.0
810,2020-10-15,Chubut,411.0,2.0
2998,2020-10-15,Tucumán,357.0,19.0
2682,2020-10-15,Santa Fe,1466.0,32.0
881,2020-10-15,Corrientes,14.0,2.0
1029,2020-10-15,Córdoba,1522.0,38.0
2130,2020-10-15,Río Negro,422.0,6.0
2518,2020-10-15,Santa Cruz,241.0,1.0
1951,2020-10-15,Neuquén,575.0,9.0
211,2020-10-15,Buenos Aires,5599.0,162.0
1731,2020-10-15,Mendoza,574.0,17.0
2131,2020-10-16,Río Negro,447.0,7.0
2780,2020-10-16,Santiago del Estero,482.0,4.0
2413,2020-10-16,San Luis,106.0,2.0
1030,2020-10-16,Córdoba,1412.0,33.0
1732,2020-10-16,Mendoza,575.0,19.0
471,2020-10-16,CABA,1176.0,32.0
1373,2020-10-16,Jujuy,16.0,3.0
2888,2020-10-16,Tierra del Fuego,181.0,4.0
1561,2020-10-16,La Rioja,13.0,1.0
212,2020-10-16,Buenos Aires,5261.0,139.0
2683,2020-10-16,Santa Fe,1593.0,20.0
2519,2020-10-16,Santa Cruz,194.0,3.0
811,2020-10-16,Chubut,413.0,4.0
1952,2020-10-16,Neuquén,563.0,13.0
2999,2020-10-16,Tucumán,458.0,30.0
1222,2020-10-16,Entre Ríos,513.0,2.0
709,2020-10-16,Chaco,84.0,4.0
1845,2020-10-16,Misiones,26.0,1.0
2268,2020-10-16,Salta,196.0,14.0
2132,2020-10-17,Río Negro,349.0,8.0
2347,2020-10-17,San Juan,53.0,1.0
1223,2020-10-17,Entre Ríos,458.0,1.0
2414,2020-10-17,San Luis,73.0,2.0
1953,2020-10-17,Neuquén,518.0,12.0
213,2020-10-17,Buenos Aires,5051.0,143.0
2520,2020-10-17,Santa Cruz,207.0,1.0
1437,2020-10-17,La Pampa,264.0,2.0
1733,2020-10-17,Mendoza,600.0,28.0
1374,2020-10-17,Jujuy,12.0,4.0
2889,2020-10-17,Tierra del Fuego,172.0,3.0
1031,2020-10-17,Córdoba,1212.0,29.0
1562,2020-10-17,La Rioja,10.0,4.0
2269,2020-10-17,Salta,147.0,7.0
472,2020-10-17,CABA,1020.0,22.0
710,2020-10-17,Chaco,112.0,5.0
812,2020-10-17,Chubut,397.0,3.0
2684,2020-10-17,Santa Fe,1395.0,34.0
1846,2020-10-17,Misiones,26.0,1.0
3000,2020-10-17,Tucumán,396.0,20.0
2270,2020-10-18,Salta,201.0,18.0
1224,2020-10-18,Entre Ríos,496.0,6.0
2685,2020-10-18,Santa Fe,1510.0,30.0
214,2020-10-18,Buenos Aires,5629.0,182.0
514,2020-10-18,Catamarca,7.0,1.0
2781,2020-10-18,Santiago del Estero,310.0,1.0
1375,2020-10-18,Jujuy,15.0,2.0
3001,2020-10-18,Tucumán,406.0,18.0
2521,2020-10-18,Santa Cruz,232.0,4.0
2348,2020-10-18,San Juan,50.0,3.0
1954,2020-10-18,Neuquén,547.0,15.0
711,2020-10-18,Chaco,122.0,3.0
2415,2020-10-18,San Luis,32.0,7.0
1847,2020-10-18,Misiones,24.0,2.0
473,2020-10-18,CABA,1232.0,32.0
813,2020-10-18,Chubut,386.0,4.0
2133,2020-10-18,Río Negro,416.0,7.0
1734,2020-10-18,Mendoza,609.0,17.0
1032,2020-10-18,Córdoba,1290.0,45.0
1563,2020-10-18,La Rioja,6.0,4.0
2890,2020-10-19,Tierra del Fuego,164.0,4.0
1438,2020-10-19,La Pampa,415.0,1.0
1376,2020-10-19,Jujuy,18.0,2.0
882,2020-10-19,Corrientes,12.0,2.0
2416,2020-10-19,San Luis,29.0,4.0
1955,2020-10-19,Neuquén,646.0,4.0
1225,2020-10-19,Entre Ríos,583.0,7.0
2349,2020-10-19,San Juan,87.0,2.0
1033,2020-10-19,Córdoba,1772.0,35.0
814,2020-10-19,Chubut,498.0,9.0
1735,2020-10-19,Mendoza,659.0,23.0
3002,2020-10-19,Tucumán,479.0,22.0
2134,2020-10-19,Río Negro,475.0,6.0
1564,2020-10-19,La Rioja,2.0,3.0
474,2020-10-19,CABA,1383.0,32.0
2686,2020-10-19,Santa Fe,1830.0,46.0
712,2020-10-19,Chaco,111.0,9.0
2271,2020-10-19,Salta,173.0,17.0
215,2020-10-19,Buenos Aires,5982.0,167.0
2522,2020-10-19,Santa Cruz,289.0,3.0
1848,2020-10-20,Misiones,29.0,1.0
1034,2020-10-20,Córdoba,1657.0,38.0
3003,2020-10-20,Tucumán,507.0,22.0
1736,2020-10-20,Mendoza,650.0,21.0
2523,2020-10-20,Santa Cruz,336.0,1.0
1956,2020-10-20,Neuquén,605.0,12.0
2687,2020-10-20,Santa Fe,1842.0,34.0
2417,2020-10-20,San Luis,26.0,3.0
2350,2020-10-20,San Juan,70.0,1.0
713,2020-10-20,Chaco,122.0,6.0
475,2020-10-20,CABA,1391.0,28.0
2891,2020-10-20,Tierra del Fuego,139.0,5.0
1565,2020-10-20,La Rioja,5.0,3.0
1377,2020-10-20,Jujuy,16.0,7.0
2135,2020-10-20,Río Negro,440.0,10.0
815,2020-10-20,Chubut,402.0,6.0
2782,2020-10-20,Santiago del Estero,861.0,7.0
1226,2020-10-20,Entre Ríos,633.0,7.0
1439,2020-10-20,La Pampa,356.0,2.0
216,2020-10-20,Buenos Aires,6495.0,147.0
2272,2020-10-20,Salta,206.0,19.0
515,2020-10-20,Catamarca,5.0,1.0
476,2020-10-21,CABA,1267.0,33.0
1227,2020-10-21,Entre Ríos,486.0,5.0
1566,2020-10-21,La Rioja,4.0,7.0
2688,2020-10-21,Santa Fe,1541.0,52.0
1957,2020-10-21,Neuquén,445.0,11.0
714,2020-10-21,Chaco,98.0,5.0
2524,2020-10-21,Santa Cruz,260.0,3.0
883,2020-10-21,Corrientes,14.0,1.0
2418,2020-10-21,San Luis,16.0,4.0
816,2020-10-21,Chubut,390.0,7.0
2273,2020-10-21,Salta,114.0,6.0
2136,2020-10-21,Río Negro,351.0,10.0
2892,2020-10-21,Tierra del Fuego,137.0,6.0
1737,2020-10-21,Mendoza,423.0,13.0
3004,2020-10-21,Tucumán,374.0,23.0
1035,2020-10-21,Córdoba,1359.0,37.0
2783,2020-10-21,Santiago del Estero,466.0,1.0
1849,2020-10-21,Misiones,30.0,2.0
1378,2020-10-21,Jujuy,9.0,4.0
217,2020-10-21,Buenos Aires,4620.0,141.0
