,date,state,deaths,cases
1316,2020-08-20,Jujuy,119.0,8.0
2074,2020-08-20,Río Negro,224.0,2.0
769,2020-08-20,Chubut,93.0,1.0
2840,2020-08-20,Tierra del Fuego,76.0,1.0
155,2020-08-20,Buenos Aires,7643.0,156.0
2473,2020-08-20,Santa Cruz,113.0,2.0
1167,2020-08-21,Entre Ríos,297.0,1.0
974,2020-08-21,Córdoba,145.0,4.0
2075,2020-08-21,Río Negro,232.0,1.0
2212,2020-08-21,Salta,123.0,5.0
1676,2020-08-21,Mendoza,182.0,7.0
2627,2020-08-21,Santa Fe,356.0,6.0
2474,2020-08-21,Santa Cruz,80.0,1.0
1507,2020-08-21,La Rioja,14.0,1.0
415,2020-08-21,CABA,2341.0,49.0
1317,2020-08-21,Jujuy,102.0,8.0
653,2020-08-21,Chaco,56.0,1.0
156,2020-08-21,Buenos Aires,6082.0,174.0
2946,2020-08-22,Tucumán,146.0,2.0
1823,2020-08-22,Misiones,6.0,1.0
2213,2020-08-22,Salta,119.0,7.0
416,2020-08-22,CABA,2149.0,57.0
157,2020-08-22,Buenos Aires,6099.0,170.0
2841,2020-08-22,Tierra del Fuego,44.0,1.0
654,2020-08-22,Chaco,64.0,5.0
975,2020-08-22,Córdoba,204.0,3.0
1899,2020-08-22,Neuquén,177.0,2.0
1318,2020-08-22,Jujuy,92.0,12.0
1508,2020-08-22,La Rioja,14.0,4.0
1168,2020-08-22,Entre Ríos,313.0,2.0
2628,2020-08-22,Santa Fe,439.0,5.0
2076,2020-08-22,Río Negro,224.0,4.0
1677,2020-08-22,Mendoza,175.0,5.0
2214,2020-08-23,Salta,180.0,8.0
2735,2020-08-23,Santiago del Estero,51.0,2.0
158,2020-08-23,Buenos Aires,6330.0,145.0
655,2020-08-23,Chaco,86.0,3.0
1319,2020-08-23,Jujuy,105.0,6.0
417,2020-08-23,CABA,2356.0,56.0
2629,2020-08-23,Santa Fe,443.0,8.0
976,2020-08-23,Córdoba,161.0,6.0
1509,2020-08-23,La Rioja,11.0,4.0
2077,2020-08-23,Río Negro,284.0,5.0
2309,2020-08-23,San Juan,28.0,2.0
1678,2020-08-23,Mendoza,191.0,8.0
1824,2020-08-23,Misiones,7.0,1.0
2842,2020-08-24,Tierra del Fuego,62.0,1.0
2947,2020-08-24,Tucumán,254.0,1.0
2736,2020-08-24,Santiago del Estero,72.0,2.0
2078,2020-08-24,Río Negro,287.0,9.0
1320,2020-08-24,Jujuy,126.0,9.0
656,2020-08-24,Chaco,97.0,7.0
159,2020-08-24,Buenos Aires,7809.0,209.0
1900,2020-08-24,Neuquén,191.0,1.0
1510,2020-08-24,La Rioja,5.0,4.0
418,2020-08-24,CABA,2782.0,62.0
2630,2020-08-24,Santa Fe,576.0,7.0
1169,2020-08-24,Entre Ríos,375.0,4.0
1679,2020-08-24,Mendoza,276.0,10.0
2215,2020-08-24,Salta,209.0,5.0
1825,2020-08-24,Misiones,13.0,3.0
2475,2020-08-24,Santa Cruz,132.0,1.0
977,2020-08-24,Córdoba,209.0,4.0
978,2020-08-25,Córdoba,226.0,7.0
2631,2020-08-25,Santa Fe,518.0,3.0
1901,2020-08-25,Neuquén,215.0,2.0
2843,2020-08-25,Tierra del Fuego,70.0,2.0
2948,2020-08-25,Tucumán,236.0,5.0
160,2020-08-25,Buenos Aires,7105.0,171.0
657,2020-08-25,Chaco,98.0,8.0
1321,2020-08-25,Jujuy,130.0,12.0
2079,2020-08-25,Río Negro,312.0,6.0
1511,2020-08-25,La Rioja,18.0,4.0
1170,2020-08-25,Entre Ríos,332.0,3.0
1680,2020-08-25,Mendoza,226.0,9.0
2216,2020-08-25,Salta,227.0,8.0
2476,2020-08-25,Santa Cruz,114.0,1.0
1419,2020-08-25,La Pampa,21.0,1.0
419,2020-08-25,CABA,2572.0,60.0
2737,2020-08-26,Santiago del Estero,83.0,2.0
1322,2020-08-26,Jujuy,118.0,18.0
1512,2020-08-26,La Rioja,9.0,3.0
2949,2020-08-26,Tucumán,302.0,2.0
2217,2020-08-26,Salta,177.0,7.0
2632,2020-08-26,Santa Fe,518.0,5.0
161,2020-08-26,Buenos Aires,6586.0,146.0
979,2020-08-26,Córdoba,202.0,1.0
2080,2020-08-26,Río Negro,263.0,6.0
1826,2020-08-26,Misiones,6.0,1.0
658,2020-08-26,Chaco,77.0,2.0
420,2020-08-26,CABA,2410.0,60.0
1171,2020-08-26,Entre Ríos,286.0,3.0
1681,2020-08-26,Mendoza,224.0,7.0
2844,2020-08-26,Tierra del Fuego,64.0,1.0
1682,2020-08-27,Mendoza,231.0,7.0
2218,2020-08-27,Salta,201.0,8.0
1323,2020-08-27,Jujuy,105.0,12.0
1902,2020-08-27,Neuquén,205.0,6.0
980,2020-08-27,Córdoba,204.0,5.0
2950,2020-08-27,Tucumán,207.0,2.0
770,2020-08-27,Chubut,127.0,1.0
2633,2020-08-27,Santa Fe,511.0,7.0
2081,2020-08-27,Río Negro,280.0,5.0
1513,2020-08-27,La Rioja,7.0,2.0
2477,2020-08-27,Santa Cruz,87.0,1.0
2738,2020-08-27,Santiago del Estero,50.0,1.0
162,2020-08-27,Buenos Aires,6375.0,153.0
421,2020-08-27,CABA,2350.0,64.0
659,2020-08-27,Chaco,108.0,3.0
1172,2020-08-27,Entre Ríos,292.0,3.0
2845,2020-08-27,Tierra del Fuego,66.0,2.0
2219,2020-08-28,Salta,234.0,8.0
1173,2020-08-28,Entre Ríos,309.0,3.0
1903,2020-08-28,Neuquén,257.0,1.0
981,2020-08-28,Córdoba,248.0,12.0
1324,2020-08-28,Jujuy,115.0,12.0
2310,2020-08-28,San Juan,32.0,1.0
2846,2020-08-28,Tierra del Fuego,67.0,1.0
422,2020-08-28,CABA,2332.0,50.0
1827,2020-08-28,Misiones,3.0,1.0
1514,2020-08-28,La Rioja,12.0,6.0
660,2020-08-28,Chaco,95.0,4.0
1683,2020-08-28,Mendoza,304.0,4.0
163,2020-08-28,Buenos Aires,7171.0,182.0
2082,2020-08-28,Río Negro,249.0,3.0
2739,2020-08-28,Santiago del Estero,453.0,1.0
2478,2020-08-28,Santa Cruz,91.0,2.0
2634,2020-08-28,Santa Fe,678.0,6.0
2740,2020-08-29,Santiago del Estero,116.0,1.0
1515,2020-08-29,La Rioja,6.0,6.0
1174,2020-08-29,Entre Ríos,281.0,8.0
164,2020-08-29,Buenos Aires,5808.0,179.0
2220,2020-08-29,Salta,154.0,9.0
2083,2020-08-29,Río Negro,233.0,10.0
1904,2020-08-29,Neuquén,209.0,2.0
2635,2020-08-29,Santa Fe,511.0,7.0
661,2020-08-29,Chaco,116.0,2.0
2847,2020-08-29,Tierra del Fuego,59.0,4.0
2951,2020-08-29,Tucumán,191.0,2.0
423,2020-08-29,CABA,1791.0,42.0
982,2020-08-29,Córdoba,182.0,3.0
1325,2020-08-29,Jujuy,66.0,18.0
2479,2020-08-29,Santa Cruz,69.0,1.0
2311,2020-08-29,San Juan,26.0,3.0
1684,2020-08-29,Mendoza,253.0,4.0
165,2020-08-30,Buenos Aires,6481.0,159.0
1326,2020-08-30,Jujuy,75.0,9.0
2084,2020-08-30,Río Negro,309.0,5.0
1175,2020-08-30,Entre Ríos,304.0,6.0
1905,2020-08-30,Neuquén,227.0,2.0
983,2020-08-30,Córdoba,233.0,1.0
1685,2020-08-30,Mendoza,261.0,12.0
1516,2020-08-30,La Rioja,3.0,4.0
1828,2020-08-30,Misiones,9.0,1.0
2741,2020-08-30,Santiago del Estero,72.0,1.0
2636,2020-08-30,Santa Fe,563.0,9.0
2952,2020-08-30,Tucumán,233.0,2.0
662,2020-08-30,Chaco,117.0,3.0
1420,2020-08-30,La Pampa,44.0,1.0
424,2020-08-30,CABA,2047.0,70.0
2221,2020-08-30,Salta,171.0,10.0
2312,2020-08-30,San Juan,12.0,1.0
2313,2020-08-31,San Juan,13.0,1.0
166,2020-08-31,Buenos Aires,7252.0,220.0
2222,2020-08-31,Salta,196.0,2.0
2953,2020-08-31,Tucumán,207.0,5.0
663,2020-08-31,Chaco,147.0,3.0
2848,2020-08-31,Tierra del Fuego,48.0,1.0
2085,2020-08-31,Río Negro,338.0,3.0
1517,2020-08-31,La Rioja,8.0,5.0
2742,2020-08-31,Santiago del Estero,83.0,1.0
984,2020-08-31,Córdoba,259.0,10.0
1906,2020-08-31,Neuquén,295.0,1.0
2637,2020-08-31,Santa Fe,592.0,8.0
1327,2020-08-31,Jujuy,83.0,7.0
860,2020-08-31,Corrientes,2.0,1.0
1686,2020-08-31,Mendoza,298.0,5.0
425,2020-08-31,CABA,2644.0,48.0
1176,2020-08-31,Entre Ríos,388.0,5.0
2954,2020-09-01,Tucumán,302.0,4.0
1907,2020-09-01,Neuquén,343.0,4.0
985,2020-09-01,Córdoba,314.0,5.0
664,2020-09-01,Chaco,121.0,1.0
2480,2020-09-01,Santa Cruz,94.0,2.0
426,2020-09-01,CABA,2721.0,74.0
1177,2020-09-01,Entre Ríos,368.0,3.0
1687,2020-09-01,Mendoza,416.0,11.0
2223,2020-09-01,Salta,275.0,10.0
1421,2020-09-01,La Pampa,75.0,1.0
167,2020-09-01,Buenos Aires,8589.0,200.0
2849,2020-09-01,Tierra del Fuego,55.0,2.0
2086,2020-09-01,Río Negro,363.0,7.0
1328,2020-09-01,Jujuy,97.0,8.0
2638,2020-09-01,Santa Fe,762.0,12.0
2743,2020-09-01,Santiago del Estero,73.0,1.0
1829,2020-09-01,Misiones,8.0,1.0
1830,2020-09-02,Misiones,14.0,1.0
1518,2020-09-02,La Rioja,8.0,3.0
2639,2020-09-02,Santa Fe,666.0,14.0
1688,2020-09-02,Mendoza,331.0,8.0
2314,2020-09-02,San Juan,16.0,1.0
986,2020-09-02,Córdoba,280.0,7.0
2224,2020-09-02,Salta,212.0,5.0
1908,2020-09-02,Neuquén,310.0,3.0
427,2020-09-02,CABA,2362.0,66.0
2955,2020-09-02,Tucumán,260.0,2.0
1178,2020-09-02,Entre Ríos,362.0,3.0
168,2020-09-02,Buenos Aires,6729.0,191.0
2087,2020-09-02,Río Negro,280.0,6.0
1329,2020-09-02,Jujuy,91.0,12.0
2850,2020-09-02,Tierra del Fuego,45.0,1.0
665,2020-09-02,Chaco,92.0,5.0
1179,2020-09-03,Entre Ríos,313.0,4.0
1422,2020-09-03,La Pampa,45.0,2.0
2851,2020-09-03,Tierra del Fuego,44.0,2.0
1689,2020-09-03,Mendoza,357.0,9.0
428,2020-09-03,CABA,2229.0,64.0
1519,2020-09-03,La Rioja,3.0,6.0
987,2020-09-03,Córdoba,287.0,8.0
2640,2020-09-03,Santa Fe,631.0,13.0
2315,2020-09-03,San Juan,18.0,1.0
1330,2020-09-03,Jujuy,82.0,14.0
2225,2020-09-03,Salta,200.0,14.0
1909,2020-09-03,Neuquén,323.0,6.0
771,2020-09-03,Chubut,150.0,1.0
2956,2020-09-03,Tucumán,230.0,4.0
666,2020-09-03,Chaco,106.0,2.0
2088,2020-09-03,Río Negro,305.0,3.0
169,2020-09-03,Buenos Aires,6377.0,209.0
2852,2020-09-04,Tierra del Fuego,50.0,2.0
2744,2020-09-04,Santiago del Estero,114.0,2.0
1910,2020-09-04,Neuquén,316.0,1.0
1690,2020-09-04,Mendoza,334.0,17.0
2481,2020-09-04,Santa Cruz,91.0,1.0
2226,2020-09-04,Salta,221.0,10.0
2316,2020-09-04,San Juan,15.0,4.0
2641,2020-09-04,Santa Fe,698.0,11.0
2089,2020-09-04,Río Negro,281.0,9.0
2957,2020-09-04,Tucumán,266.0,5.0
1520,2020-09-04,La Rioja,7.0,5.0
429,2020-09-04,CABA,2360.0,59.0
667,2020-09-04,Chaco,151.0,2.0
772,2020-09-04,Chubut,101.0,1.0
988,2020-09-04,Córdoba,223.0,8.0
1331,2020-09-04,Jujuy,75.0,15.0
1180,2020-09-04,Entre Ríos,268.0,3.0
170,2020-09-04,Buenos Aires,6821.0,214.0
2227,2020-09-05,Salta,245.0,10.0
430,2020-09-05,CABA,1934.0,61.0
1911,2020-09-05,Neuquén,333.0,4.0
2642,2020-09-05,Santa Fe,676.0,15.0
2090,2020-09-05,Río Negro,299.0,4.0
2745,2020-09-05,Santiago del Estero,86.0,2.0
1691,2020-09-05,Mendoza,420.0,6.0
171,2020-09-05,Buenos Aires,7014.0,195.0
2958,2020-09-05,Tucumán,312.0,4.0
2853,2020-09-05,Tierra del Fuego,67.0,1.0
1521,2020-09-05,La Rioja,9.0,3.0
1831,2020-09-05,Misiones,5.0,1.0
2317,2020-09-05,San Juan,13.0,1.0
989,2020-09-05,Córdoba,248.0,3.0
668,2020-09-05,Chaco,120.0,3.0
1181,2020-09-05,Entre Ríos,273.0,6.0
2482,2020-09-05,Santa Cruz,93.0,2.0
1332,2020-09-05,Jujuy,79.0,14.0
669,2020-09-06,Chaco,119.0,3.0
2228,2020-09-06,Salta,224.0,13.0
2318,2020-09-06,San Juan,11.0,1.0
2643,2020-09-06,Santa Fe,641.0,17.0
2483,2020-09-06,Santa Cruz,73.0,3.0
990,2020-09-06,Córdoba,241.0,7.0
1832,2020-09-06,Misiones,9.0,1.0
1912,2020-09-06,Neuquén,333.0,4.0
1692,2020-09-06,Mendoza,319.0,14.0
431,2020-09-06,CABA,1945.0,54.0
1182,2020-09-06,Entre Ríos,285.0,5.0
2380,2020-09-06,San Luis,9.0,1.0
1522,2020-09-06,La Rioja,7.0,5.0
2091,2020-09-06,Río Negro,301.0,8.0
2959,2020-09-06,Tucumán,212.0,7.0
2746,2020-09-06,Santiago del Estero,85.0,4.0
1333,2020-09-06,Jujuy,55.0,11.0
773,2020-09-06,Chubut,89.0,2.0
172,2020-09-06,Buenos Aires,6687.0,187.0
991,2020-09-07,Córdoba,282.0,9.0
1913,2020-09-07,Neuquén,393.0,2.0
2319,2020-09-07,San Juan,12.0,1.0
173,2020-09-07,Buenos Aires,8224.0,214.0
670,2020-09-07,Chaco,170.0,1.0
1523,2020-09-07,La Rioja,15.0,5.0
1334,2020-09-07,Jujuy,90.0,15.0
1423,2020-09-07,La Pampa,122.0,3.0
1183,2020-09-07,Entre Ríos,294.0,3.0
1693,2020-09-07,Mendoza,440.0,13.0
2747,2020-09-07,Santiago del Estero,150.0,1.0
2229,2020-09-07,Salta,262.0,16.0
432,2020-09-07,CABA,2622.0,60.0
2960,2020-09-07,Tucumán,286.0,10.0
2092,2020-09-07,Río Negro,398.0,8.0
2644,2020-09-07,Santa Fe,843.0,18.0
2484,2020-09-07,Santa Cruz,104.0,1.0
774,2020-09-07,Chubut,127.0,1.0
1524,2020-09-08,La Rioja,4.0,5.0
992,2020-09-08,Córdoba,304.0,14.0
2230,2020-09-08,Salta,227.0,11.0
861,2020-09-08,Corrientes,3.0,1.0
2320,2020-09-08,San Juan,13.0,3.0
2093,2020-09-08,Río Negro,300.0,6.0
2485,2020-09-08,Santa Cruz,98.0,2.0
1184,2020-09-08,Entre Ríos,291.0,6.0
2748,2020-09-08,Santiago del Estero,105.0,2.0
1833,2020-09-08,Misiones,4.0,1.0
2854,2020-09-08,Tierra del Fuego,58.0,1.0
671,2020-09-08,Chaco,147.0,3.0
1914,2020-09-08,Neuquén,360.0,2.0
174,2020-09-08,Buenos Aires,7110.0,197.0
1335,2020-09-08,Jujuy,50.0,14.0
2961,2020-09-08,Tucumán,331.0,11.0
1694,2020-09-08,Mendoza,373.0,13.0
2645,2020-09-08,Santa Fe,691.0,13.0
433,2020-09-08,CABA,2319.0,61.0
775,2020-09-09,Chubut,99.0,1.0
2855,2020-09-09,Tierra del Fuego,69.0,1.0
862,2020-09-09,Corrientes,10.0,1.0
175,2020-09-09,Buenos Aires,6705.0,201.0
1336,2020-09-09,Jujuy,60.0,17.0
1525,2020-09-09,La Rioja,8.0,5.0
2962,2020-09-09,Tucumán,261.0,7.0
993,2020-09-09,Córdoba,257.0,9.0
2381,2020-09-09,San Luis,9.0,2.0
2094,2020-09-09,Río Negro,310.0,8.0
2646,2020-09-09,Santa Fe,709.0,19.0
434,2020-09-09,CABA,2100.0,72.0
2231,2020-09-09,Salta,179.0,18.0
1695,2020-09-09,Mendoza,345.0,16.0
2486,2020-09-09,Santa Cruz,121.0,1.0
672,2020-09-09,Chaco,130.0,5.0
1185,2020-09-09,Entre Ríos,306.0,5.0
1915,2020-09-09,Neuquén,326.0,2.0
1186,2020-09-10,Entre Ríos,317.0,8.0
1526,2020-09-10,La Rioja,9.0,3.0
1696,2020-09-10,Mendoza,396.0,21.0
994,2020-09-10,Córdoba,385.0,8.0
1337,2020-09-10,Jujuy,67.0,17.0
2232,2020-09-10,Salta,247.0,16.0
2749,2020-09-10,Santiago del Estero,129.0,1.0
2963,2020-09-10,Tucumán,345.0,6.0
2647,2020-09-10,Santa Fe,783.0,24.0
863,2020-09-10,Corrientes,15.0,1.0
176,2020-09-10,Buenos Aires,7385.0,189.0
435,2020-09-10,CABA,2015.0,54.0
776,2020-09-10,Chubut,83.0,1.0
2095,2020-09-10,Río Negro,315.0,4.0
2382,2020-09-10,San Luis,15.0,1.0
2856,2020-09-10,Tierra del Fuego,58.0,3.0
1916,2020-09-10,Neuquén,422.0,3.0
2487,2020-09-10,Santa Cruz,108.0,1.0
673,2020-09-10,Chaco,138.0,5.0
1917,2020-09-11,Neuquén,392.0,1.0
2488,2020-09-11,Santa Cruz,105.0,1.0
674,2020-09-11,Chaco,89.0,5.0
436,2020-09-11,CABA,1762.0,79.0
2648,2020-09-11,Santa Fe,806.0,24.0
1697,2020-09-11,Mendoza,375.0,9.0
1187,2020-09-11,Entre Ríos,280.0,1.0
2383,2020-09-11,San Luis,12.0,1.0
1424,2020-09-11,La Pampa,151.0,1.0
995,2020-09-11,Córdoba,260.0,11.0
2321,2020-09-11,San Juan,14.0,2.0
2857,2020-09-11,Tierra del Fuego,65.0,2.0
2233,2020-09-11,Salta,190.0,13.0
1338,2020-09-11,Jujuy,42.0,11.0
2096,2020-09-11,Río Negro,299.0,3.0
1527,2020-09-11,La Rioja,13.0,5.0
777,2020-09-11,Chubut,94.0,2.0
864,2020-09-11,Corrientes,8.0,1.0
177,2020-09-11,Buenos Aires,6122.0,190.0
2750,2020-09-11,Santiago del Estero,90.0,1.0
2964,2020-09-11,Tucumán,305.0,7.0
1188,2020-09-12,Entre Ríos,291.0,4.0
2858,2020-09-12,Tierra del Fuego,77.0,1.0
1698,2020-09-12,Mendoza,358.0,12.0
2649,2020-09-12,Santa Fe,830.0,15.0
437,2020-09-12,CABA,1688.0,54.0
675,2020-09-12,Chaco,115.0,3.0
2384,2020-09-12,San Luis,8.0,1.0
1834,2020-09-12,Misiones,11.0,1.0
996,2020-09-12,Córdoba,306.0,7.0
2322,2020-09-12,San Juan,12.0,1.0
2234,2020-09-12,Salta,148.0,10.0
2097,2020-09-12,Río Negro,273.0,7.0
778,2020-09-12,Chubut,97.0,3.0
1918,2020-09-12,Neuquén,415.0,6.0
2965,2020-09-12,Tucumán,314.0,6.0
1339,2020-09-12,Jujuy,41.0,6.0
178,2020-09-12,Buenos Aires,6236.0,171.0
1425,2020-09-12,La Pampa,153.0,1.0
1528,2020-09-12,La Rioja,8.0,2.0
1189,2020-09-13,Entre Ríos,296.0,6.0
2385,2020-09-13,San Luis,4.0,2.0
676,2020-09-13,Chaco,126.0,2.0
1919,2020-09-13,Neuquén,372.0,4.0
2751,2020-09-13,Santiago del Estero,166.0,1.0
1340,2020-09-13,Jujuy,51.0,19.0
1699,2020-09-13,Mendoza,312.0,17.0
2323,2020-09-13,San Juan,14.0,1.0
1835,2020-09-13,Misiones,14.0,1.0
438,2020-09-13,CABA,1691.0,58.0
2650,2020-09-13,Santa Fe,829.0,20.0
865,2020-09-13,Corrientes,2.0,3.0
2489,2020-09-13,Santa Cruz,100.0,6.0
779,2020-09-13,Chubut,96.0,1.0
997,2020-09-13,Córdoba,385.0,13.0
2098,2020-09-13,Río Negro,310.0,4.0
2966,2020-09-13,Tucumán,329.0,5.0
2235,2020-09-13,Salta,172.0,16.0
179,2020-09-13,Buenos Aires,6316.0,182.0
1529,2020-09-13,La Rioja,5.0,3.0
180,2020-09-14,Buenos Aires,7549.0,214.0
1700,2020-09-14,Mendoza,454.0,17.0
2490,2020-09-14,Santa Cruz,79.0,3.0
2651,2020-09-14,Santa Fe,1028.0,36.0
1836,2020-09-14,Misiones,11.0,2.0
439,2020-09-14,CABA,2032.0,57.0
2967,2020-09-14,Tucumán,364.0,12.0
2324,2020-09-14,San Juan,12.0,1.0
780,2020-09-14,Chubut,142.0,3.0
2752,2020-09-14,Santiago del Estero,155.0,1.0
1920,2020-09-14,Neuquén,459.0,3.0
2859,2020-09-14,Tierra del Fuego,61.0,1.0
677,2020-09-14,Chaco,116.0,5.0
998,2020-09-14,Córdoba,566.0,9.0
2099,2020-09-14,Río Negro,343.0,6.0
1341,2020-09-14,Jujuy,53.0,5.0
2386,2020-09-14,San Luis,6.0,1.0
2236,2020-09-14,Salta,197.0,9.0
1190,2020-09-14,Entre Ríos,310.0,5.0
2968,2020-09-15,Tucumán,416.0,9.0
999,2020-09-15,Córdoba,721.0,14.0
2652,2020-09-15,Santa Fe,887.0,34.0
2491,2020-09-15,Santa Cruz,100.0,3.0
678,2020-09-15,Chaco,75.0,6.0
866,2020-09-15,Corrientes,5.0,2.0
181,2020-09-15,Buenos Aires,6907.0,198.0
1701,2020-09-15,Mendoza,413.0,11.0
1191,2020-09-15,Entre Ríos,311.0,8.0
2237,2020-09-15,Salta,211.0,14.0
440,2020-09-15,CABA,1948.0,63.0
2387,2020-09-15,San Luis,10.0,1.0
781,2020-09-15,Chubut,112.0,1.0
1530,2020-09-15,La Rioja,5.0,3.0
2100,2020-09-15,Río Negro,330.0,3.0
1921,2020-09-15,Neuquén,377.0,4.0
1342,2020-09-15,Jujuy,60.0,12.0
2860,2020-09-15,Tierra del Fuego,94.0,1.0
441,2020-09-16,CABA,1879.0,52.0
1702,2020-09-16,Mendoza,417.0,10.0
782,2020-09-16,Chubut,126.0,1.0
2101,2020-09-16,Río Negro,294.0,7.0
2238,2020-09-16,Salta,182.0,18.0
867,2020-09-16,Corrientes,4.0,1.0
2861,2020-09-16,Tierra del Fuego,89.0,3.0
1192,2020-09-16,Entre Ríos,282.0,4.0
2969,2020-09-16,Tucumán,347.0,9.0
2753,2020-09-16,Santiago del Estero,139.0,2.0
182,2020-09-16,Buenos Aires,5695.0,215.0
1922,2020-09-16,Neuquén,334.0,6.0
2388,2020-09-16,San Luis,16.0,1.0
2653,2020-09-16,Santa Fe,868.0,21.0
1343,2020-09-16,Jujuy,37.0,16.0
679,2020-09-16,Chaco,113.0,4.0
1531,2020-09-16,La Rioja,4.0,1.0
1000,2020-09-16,Córdoba,804.0,13.0
2102,2020-09-17,Río Negro,281.0,11.0
1193,2020-09-17,Entre Ríos,262.0,6.0
2389,2020-09-17,San Luis,10.0,2.0
1001,2020-09-17,Córdoba,710.0,19.0
1532,2020-09-17,La Rioja,9.0,4.0
1923,2020-09-17,Neuquén,372.0,8.0
2862,2020-09-17,Tierra del Fuego,107.0,2.0
2970,2020-09-17,Tucumán,356.0,8.0
1703,2020-09-17,Mendoza,349.0,18.0
183,2020-09-17,Buenos Aires,5382.0,198.0
2239,2020-09-17,Salta,176.0,20.0
2325,2020-09-17,San Juan,19.0,1.0
1344,2020-09-17,Jujuy,29.0,11.0
783,2020-09-17,Chubut,140.0,3.0
868,2020-09-17,Corrientes,5.0,1.0
2754,2020-09-17,Santiago del Estero,174.0,2.0
2492,2020-09-17,Santa Cruz,94.0,1.0
2654,2020-09-17,Santa Fe,903.0,35.0
680,2020-09-17,Chaco,64.0,3.0
442,2020-09-17,CABA,1712.0,51.0
184,2020-09-18,Buenos Aires,6163.0,189.0
1704,2020-09-18,Mendoza,451.0,18.0
2493,2020-09-18,Santa Cruz,128.0,2.0
2971,2020-09-18,Tucumán,335.0,14.0
681,2020-09-18,Chaco,86.0,8.0
1533,2020-09-18,La Rioja,9.0,3.0
2655,2020-09-18,Santa Fe,891.0,32.0
2240,2020-09-18,Salta,197.0,12.0
1924,2020-09-18,Neuquén,443.0,2.0
2103,2020-09-18,Río Negro,340.0,6.0
869,2020-09-18,Corrientes,4.0,1.0
2390,2020-09-18,San Luis,11.0,1.0
2326,2020-09-18,San Juan,12.0,1.0
784,2020-09-18,Chubut,148.0,2.0
1194,2020-09-18,Entre Ríos,274.0,5.0
443,2020-09-18,CABA,1646.0,57.0
1002,2020-09-18,Córdoba,890.0,19.0
1426,2020-09-18,La Pampa,89.0,1.0
1837,2020-09-18,Misiones,13.0,3.0
1345,2020-09-18,Jujuy,50.0,9.0
870,2020-09-19,Corrientes,5.0,1.0
444,2020-09-19,CABA,1435.0,50.0
1346,2020-09-19,Jujuy,39.0,4.0
2656,2020-09-19,Santa Fe,945.0,30.0
2755,2020-09-19,Santiago del Estero,152.0,6.0
1003,2020-09-19,Córdoba,838.0,15.0
1534,2020-09-19,La Rioja,12.0,2.0
1925,2020-09-19,Neuquén,354.0,6.0
1838,2020-09-19,Misiones,11.0,1.0
1705,2020-09-19,Mendoza,468.0,21.0
2972,2020-09-19,Tucumán,286.0,11.0
2104,2020-09-19,Río Negro,297.0,7.0
2327,2020-09-19,San Juan,10.0,1.0
185,2020-09-19,Buenos Aires,6044.0,192.0
2494,2020-09-19,Santa Cruz,162.0,1.0
2241,2020-09-19,Salta,133.0,20.0
682,2020-09-19,Chaco,81.0,7.0
1195,2020-09-19,Entre Ríos,316.0,2.0
2391,2020-09-19,San Luis,34.0,1.0
2105,2020-09-20,Río Negro,359.0,8.0
1004,2020-09-20,Córdoba,933.0,20.0
1196,2020-09-20,Entre Ríos,345.0,6.0
2328,2020-09-20,San Juan,30.0,1.0
1926,2020-09-20,Neuquén,476.0,5.0
785,2020-09-20,Chubut,161.0,1.0
1839,2020-09-20,Misiones,13.0,1.0
2657,2020-09-20,Santa Fe,1103.0,34.0
683,2020-09-20,Chaco,112.0,4.0
445,2020-09-20,CABA,1745.0,47.0
2756,2020-09-20,Santiago del Estero,313.0,2.0
1347,2020-09-20,Jujuy,42.0,7.0
2242,2020-09-20,Salta,211.0,16.0
2392,2020-09-20,San Luis,38.0,1.0
2495,2020-09-20,Santa Cruz,138.0,1.0
186,2020-09-20,Buenos Aires,7383.0,171.0
1706,2020-09-20,Mendoza,500.0,9.0
2863,2020-09-20,Tierra del Fuego,92.0,1.0
2973,2020-09-20,Tucumán,318.0,7.0
1535,2020-09-20,La Rioja,8.0,4.0
786,2020-09-21,Chubut,170.0,2.0
2329,2020-09-21,San Juan,26.0,1.0
2658,2020-09-21,Santa Fe,1072.0,36.0
1707,2020-09-21,Mendoza,496.0,21.0
1005,2020-09-21,Córdoba,1177.0,21.0
2243,2020-09-21,Salta,201.0,10.0
446,2020-09-21,CABA,1679.0,41.0
1197,2020-09-21,Entre Ríos,321.0,4.0
1927,2020-09-21,Neuquén,483.0,10.0
2757,2020-09-21,Santiago del Estero,248.0,2.0
2974,2020-09-21,Tucumán,354.0,13.0
2106,2020-09-21,Río Negro,291.0,16.0
187,2020-09-21,Buenos Aires,6834.0,199.0
1348,2020-09-21,Jujuy,36.0,15.0
2864,2020-09-21,Tierra del Fuego,114.0,4.0
1536,2020-09-21,La Rioja,5.0,2.0
684,2020-09-21,Chaco,87.0,3.0
685,2020-09-22,Chaco,105.0,4.0
1708,2020-09-22,Mendoza,455.0,14.0
447,2020-09-22,CABA,1520.0,57.0
2865,2020-09-22,Tierra del Fuego,92.0,3.0
188,2020-09-22,Buenos Aires,6076.0,184.0
2758,2020-09-22,Santiago del Estero,198.0,2.0
1349,2020-09-22,Jujuy,35.0,11.0
2659,2020-09-22,Santa Fe,969.0,30.0
787,2020-09-22,Chubut,164.0,4.0
2393,2020-09-22,San Luis,23.0,1.0
2107,2020-09-22,Río Negro,314.0,10.0
