,date,prov_x,deaths,cases,lats,lons,mes
2587,2020-05-09,Santa Fe,44.0,1.0,-30.7069271588117,-60.9498369430241,05
557,2020-05-09,Chaco,70.0,1.0,-26.3864309061226,-60.76583074386029,05
2010,2020-05-09,Río Negro,28.0,1.0,-40.4057957178801,-67.229329893694,05
1101,2020-05-09,Entre Ríos,13.0,2.0,-32.0588735436448,-59.2014475514635,05
52,2020-05-09,Buenos Aires,555.0,17.0,-36.6769415180527,-60.55883198157189,05
2011,2020-05-10,Río Negro,30.0,1.0,-40.4057957178801,-67.229329893694,05
558,2020-05-10,Chaco,87.0,2.0,-26.3864309061226,-60.76583074386029,05
2588,2020-05-10,Santa Fe,66.0,1.0,-30.7069271588117,-60.9498369430241,05
313,2020-05-10,CABA,635.0,17.0,-34.6144934119689,-58.4458563545429,05
1617,2020-05-10,Mendoza,31.0,4.0,-34.6298873058957,-68.58312281837979,05
53,2020-05-10,Buenos Aires,720.0,15.0,-36.6769415180527,-60.55883198157189,05
54,2020-05-11,Buenos Aires,709.0,18.0,-36.6769415180527,-60.55883198157189,05
928,2020-05-11,Córdoba,149.0,1.0,-32.142932663607,-63.8017532741662,05
2825,2020-05-11,Tierra del Fuego,11.0,1.0,-82.52151781220999,-50.7427486049785,05
559,2020-05-11,Chaco,100.0,4.0,-26.3864309061226,-60.76583074386029,05
2589,2020-05-11,Santa Fe,65.0,1.0,-30.7069271588117,-60.9498369430241,05
314,2020-05-11,CABA,672.0,11.0,-34.6144934119689,-58.4458563545429,05
1102,2020-05-11,Entre Ríos,22.0,1.0,-32.0588735436448,-59.2014475514635,05
560,2020-05-12,Chaco,74.0,2.0,-26.3864309061226,-60.76583074386029,05
55,2020-05-12,Buenos Aires,710.0,15.0,-36.6769415180527,-60.55883198157189,05
315,2020-05-12,CABA,641.0,14.0,-34.6144934119689,-58.4458563545429,05
561,2020-05-13,Chaco,74.0,2.0,-26.3864309061226,-60.76583074386029,05
2012,2020-05-13,Río Negro,27.0,1.0,-40.4057957178801,-67.229329893694,05
2590,2020-05-13,Santa Fe,65.0,1.0,-30.7069271588117,-60.9498369430241,05
1785,2020-05-13,Misiones,1.0,1.0,-26.8753965086829,-54.6516966230371,05
1103,2020-05-13,Entre Ríos,12.0,1.0,-32.0588735436448,-59.2014475514635,05
316,2020-05-13,CABA,621.0,13.0,-34.6144934119689,-58.4458563545429,05
2939,2020-05-13,Tucumán,14.0,1.0,-26.947800183078602,-65.3647579441481,05
56,2020-05-13,Buenos Aires,687.0,14.0,-36.6769415180527,-60.55883198157189,05
929,2020-05-14,Córdoba,151.0,2.0,-32.142932663607,-63.8017532741662,05
1618,2020-05-14,Mendoza,13.0,1.0,-34.6298873058957,-68.58312281837979,05
2180,2020-05-14,Salta,4.0,1.0,-24.2991344492002,-64.8144629600627,05
562,2020-05-14,Chaco,47.0,1.0,-26.3864309061226,-60.76583074386029,05
57,2020-05-14,Buenos Aires,706.0,20.0,-36.6769415180527,-60.55883198157189,05
317,2020-05-14,CABA,662.0,3.0,-34.6144934119689,-58.4458563545429,05
759,2020-05-15,Chubut,12.0,1.0,-43.7886233529878,-68.52675939433449,05
58,2020-05-15,Buenos Aires,844.0,19.0,-36.6769415180527,-60.55883198157189,05
2013,2020-05-15,Río Negro,36.0,1.0,-40.4057957178801,-67.229329893694,05
1104,2020-05-15,Entre Ríos,15.0,1.0,-32.0588735436448,-59.2014475514635,05
1786,2020-05-15,Misiones,1.0,1.0,-26.8753965086829,-54.6516966230371,05
563,2020-05-15,Chaco,101.0,5.0,-26.3864309061226,-60.76583074386029,05
318,2020-05-15,CABA,788.0,10.0,-34.6144934119689,-58.4458563545429,05
760,2020-05-16,Chubut,4.0,1.0,-43.7886233529878,-68.52675939433449,05
319,2020-05-16,CABA,667.0,13.0,-34.6144934119689,-58.4458563545429,05
1105,2020-05-16,Entre Ríos,17.0,1.0,-32.0588735436448,-59.2014475514635,05
1416,2020-05-16,La Pampa,8.0,1.0,-37.1315537735949,-65.4466546606951,05
59,2020-05-16,Buenos Aires,793.0,19.0,-36.6769415180527,-60.55883198157189,05
2014,2020-05-16,Río Negro,29.0,1.0,-40.4057957178801,-67.229329893694,05
564,2020-05-16,Chaco,78.0,3.0,-26.3864309061226,-60.76583074386029,05
930,2020-05-17,Córdoba,156.0,1.0,-32.142932663607,-63.8017532741662,05
761,2020-05-17,Chubut,3.0,1.0,-43.7886233529878,-68.52675939433449,05
565,2020-05-17,Chaco,57.0,2.0,-26.3864309061226,-60.76583074386029,05
1106,2020-05-17,Entre Ríos,21.0,1.0,-32.0588735436448,-59.2014475514635,05
320,2020-05-17,CABA,769.0,14.0,-34.6144934119689,-58.4458563545429,05
1480,2020-05-17,La Rioja,14.0,1.0,-29.685776298315,-67.18173596944321,05
60,2020-05-17,Buenos Aires,798.0,12.0,-36.6769415180527,-60.55883198157189,05
1107,2020-05-18,Entre Ríos,19.0,1.0,-32.0588735436448,-59.2014475514635,05
1619,2020-05-18,Mendoza,24.0,1.0,-34.6298873058957,-68.58312281837979,05
762,2020-05-18,Chubut,7.0,1.0,-43.7886233529878,-68.52675939433449,05
2591,2020-05-18,Santa Fe,75.0,1.0,-30.7069271588117,-60.9498369430241,05
61,2020-05-18,Buenos Aires,1071.0,17.0,-36.6769415180527,-60.55883198157189,05
566,2020-05-18,Chaco,70.0,5.0,-26.3864309061226,-60.76583074386029,05
321,2020-05-18,CABA,983.0,8.0,-34.6144934119689,-58.4458563545429,05
931,2020-05-18,Córdoba,192.0,1.0,-32.142932663607,-63.8017532741662,05
2181,2020-05-19,Salta,4.0,2.0,-24.2991344492002,-64.8144629600627,05
2015,2020-05-19,Río Negro,28.0,1.0,-40.4057957178801,-67.229329893694,05
567,2020-05-19,Chaco,62.0,1.0,-26.3864309061226,-60.76583074386029,05
932,2020-05-19,Córdoba,182.0,1.0,-32.142932663607,-63.8017532741662,05
62,2020-05-19,Buenos Aires,894.0,14.0,-36.6769415180527,-60.55883198157189,05
322,2020-05-19,CABA,809.0,7.0,-34.6144934119689,-58.4458563545429,05
1108,2020-05-20,Entre Ríos,13.0,2.0,-32.0588735436448,-59.2014475514635,05
933,2020-05-20,Córdoba,273.0,1.0,-32.142932663607,-63.8017532741662,05
763,2020-05-20,Chubut,9.0,1.0,-43.7886233529878,-68.52675939433449,05
2460,2020-05-20,Santa Cruz,3.0,1.0,-48.8154851827063,-69.95576216719729,05
323,2020-05-20,CABA,977.0,15.0,-34.6144934119689,-58.4458563545429,05
568,2020-05-20,Chaco,84.0,2.0,-26.3864309061226,-60.76583074386029,05
1481,2020-05-20,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321,05
2592,2020-05-20,Santa Fe,62.0,1.0,-30.7069271588117,-60.9498369430241,05
63,2020-05-20,Buenos Aires,1158.0,24.0,-36.6769415180527,-60.55883198157189,05
1620,2020-05-20,Mendoza,19.0,1.0,-34.6298873058957,-68.58312281837979,05
1787,2020-05-21,Misiones,4.0,1.0,-26.8753965086829,-54.6516966230371,05
324,2020-05-21,CABA,800.0,17.0,-34.6144934119689,-58.4458563545429,05
2016,2020-05-21,Río Negro,21.0,1.0,-40.4057957178801,-67.229329893694,05
2826,2020-05-21,Tierra del Fuego,6.0,1.0,-82.52151781220999,-50.7427486049785,05
934,2020-05-21,Córdoba,157.0,1.0,-32.142932663607,-63.8017532741662,05
64,2020-05-21,Buenos Aires,813.0,18.0,-36.6769415180527,-60.55883198157189,05
65,2020-05-22,Buenos Aires,987.0,25.0,-36.6769415180527,-60.55883198157189,05
1109,2020-05-22,Entre Ríos,16.0,1.0,-32.0588735436448,-59.2014475514635,05
325,2020-05-22,CABA,857.0,13.0,-34.6144934119689,-58.4458563545429,05
569,2020-05-22,Chaco,61.0,4.0,-26.3864309061226,-60.76583074386029,05
2017,2020-05-22,Río Negro,36.0,3.0,-40.4057957178801,-67.229329893694,05
935,2020-05-22,Córdoba,152.0,1.0,-32.142932663607,-63.8017532741662,05
326,2020-05-23,CABA,864.0,13.0,-34.6144934119689,-58.4458563545429,05
66,2020-05-23,Buenos Aires,922.0,10.0,-36.6769415180527,-60.55883198157189,05
570,2020-05-23,Chaco,82.0,1.0,-26.3864309061226,-60.76583074386029,05
2593,2020-05-23,Santa Fe,48.0,1.0,-30.7069271588117,-60.9498369430241,05
857,2020-05-24,Corrientes,1.0,1.0,-28.7743047046407,-57.8012191977913,05
1110,2020-05-24,Entre Ríos,13.0,1.0,-32.0588735436448,-59.2014475514635,05
2594,2020-05-24,Santa Fe,50.0,1.0,-30.7069271588117,-60.9498369430241,05
1788,2020-05-24,Misiones,3.0,1.0,-26.8753965086829,-54.6516966230371,05
67,2020-05-24,Buenos Aires,1012.0,12.0,-36.6769415180527,-60.55883198157189,05
571,2020-05-24,Chaco,65.0,1.0,-26.3864309061226,-60.76583074386029,05
327,2020-05-24,CABA,760.0,20.0,-34.6144934119689,-58.4458563545429,05
936,2020-05-24,Córdoba,158.0,1.0,-32.142932663607,-63.8017532741662,05
1621,2020-05-24,Mendoza,9.0,1.0,-34.6298873058957,-68.58312281837979,05
572,2020-05-25,Chaco,90.0,2.0,-26.3864309061226,-60.76583074386029,05
2827,2020-05-25,Tierra del Fuego,6.0,1.0,-82.52151781220999,-50.7427486049785,05
68,2020-05-25,Buenos Aires,1252.0,23.0,-36.6769415180527,-60.55883198157189,05
328,2020-05-25,CABA,942.0,14.0,-34.6144934119689,-58.4458563545429,05
2940,2020-05-25,Tucumán,13.0,2.0,-26.947800183078602,-65.3647579441481,05
2734,2020-05-25,Santiago del Estero,4.0,1.0,-27.7824116550944,-63.252386656858796,05
2018,2020-05-25,Río Negro,29.0,2.0,-40.4057957178801,-67.229329893694,05
1622,2020-05-25,Mendoza,20.0,2.0,-34.6298873058957,-68.58312281837979,05
2595,2020-05-25,Santa Fe,85.0,1.0,-30.7069271588117,-60.9498369430241,05
1111,2020-05-25,Entre Ríos,15.0,1.0,-32.0588735436448,-59.2014475514635,05
329,2020-05-26,CABA,876.0,14.0,-34.6144934119689,-58.4458563545429,05
1112,2020-05-26,Entre Ríos,18.0,2.0,-32.0588735436448,-59.2014475514635,05
573,2020-05-26,Chaco,71.0,2.0,-26.3864309061226,-60.76583074386029,05
69,2020-05-26,Buenos Aires,1234.0,17.0,-36.6769415180527,-60.55883198157189,05
937,2020-05-26,Córdoba,200.0,2.0,-32.142932663607,-63.8017532741662,05
1871,2020-05-26,Neuquén,19.0,1.0,-38.641757582459896,-70.1185705180601,05
1623,2020-05-26,Mendoza,20.0,3.0,-34.6298873058957,-68.58312281837979,05
330,2020-05-27,CABA,833.0,10.0,-34.6144934119689,-58.4458563545429,05
574,2020-05-27,Chaco,52.0,2.0,-26.3864309061226,-60.76583074386029,05
2596,2020-05-27,Santa Fe,49.0,2.0,-30.7069271588117,-60.9498369430241,05
70,2020-05-27,Buenos Aires,1150.0,17.0,-36.6769415180527,-60.55883198157189,05
1789,2020-05-27,Misiones,4.0,1.0,-26.8753965086829,-54.6516966230371,05
1113,2020-05-27,Entre Ríos,8.0,1.0,-32.0588735436448,-59.2014475514635,05
1482,2020-05-28,La Rioja,8.0,1.0,-29.685776298315,-67.18173596944321,05
71,2020-05-28,Buenos Aires,1182.0,17.0,-36.6769415180527,-60.55883198157189,05
1624,2020-05-28,Mendoza,12.0,2.0,-34.6298873058957,-68.58312281837979,05
331,2020-05-28,CABA,812.0,17.0,-34.6144934119689,-58.4458563545429,05
575,2020-05-28,Chaco,73.0,6.0,-26.3864309061226,-60.76583074386029,05
1790,2020-05-28,Misiones,5.0,1.0,-26.8753965086829,-54.6516966230371,05
2382,2020-05-28,San Luis,5.0,1.0,-33.7577257449137,-66.0281298195836,05
2182,2020-05-28,Salta,2.0,1.0,-24.2991344492002,-64.8144629600627,05
332,2020-05-29,CABA,799.0,19.0,-34.6144934119689,-58.4458563545429,05
576,2020-05-29,Chaco,73.0,2.0,-26.3864309061226,-60.76583074386029,05
1625,2020-05-29,Mendoza,23.0,1.0,-34.6298873058957,-68.58312281837979,05
1483,2020-05-29,La Rioja,10.0,2.0,-29.685776298315,-67.18173596944321,05
72,2020-05-29,Buenos Aires,1090.0,14.0,-36.6769415180527,-60.55883198157189,05
1791,2020-05-30,Misiones,5.0,1.0,-26.8753965086829,-54.6516966230371,05
73,2020-05-30,Buenos Aires,1031.0,21.0,-36.6769415180527,-60.55883198157189,05
1114,2020-05-30,Entre Ríos,22.0,2.0,-32.0588735436448,-59.2014475514635,05
333,2020-05-30,CABA,762.0,19.0,-34.6144934119689,-58.4458563545429,05
577,2020-05-30,Chaco,58.0,2.0,-26.3864309061226,-60.76583074386029,05
2941,2020-05-30,Tucumán,9.0,2.0,-26.947800183078602,-65.3647579441481,05
1417,2020-05-31,La Pampa,1.0,1.0,-37.1315537735949,-65.4466546606951,05
938,2020-05-31,Córdoba,121.0,1.0,-32.142932663607,-63.8017532741662,05
74,2020-05-31,Buenos Aires,955.0,23.0,-36.6769415180527,-60.55883198157189,05
334,2020-05-31,CABA,665.0,10.0,-34.6144934119689,-58.4458563545429,05
1792,2020-05-31,Misiones,3.0,1.0,-26.8753965086829,-54.6516966230371,05
2019,2020-05-31,Río Negro,12.0,1.0,-40.4057957178801,-67.229329893694,05
1115,2020-05-31,Entre Ríos,20.0,1.0,-32.0588735436448,-59.2014475514635,05
578,2020-05-31,Chaco,56.0,3.0,-26.3864309061226,-60.76583074386029,05
1116,2020-06-01,Entre Ríos,29.0,1.0,-32.0588735436448,-59.2014475514635,06
2461,2020-06-01,Santa Cruz,9.0,1.0,-48.8154851827063,-69.95576216719729,06
579,2020-06-01,Chaco,74.0,5.0,-26.3864309061226,-60.76583074386029,06
335,2020-06-01,CABA,1192.0,14.0,-34.6144934119689,-58.4458563545429,06
75,2020-06-01,Buenos Aires,1750.0,30.0,-36.6769415180527,-60.55883198157189,06
2735,2020-06-02,Santiago del Estero,6.0,1.0,-27.7824116550944,-63.252386656858796,06
580,2020-06-02,Chaco,63.0,2.0,-26.3864309061226,-60.76583074386029,06
939,2020-06-02,Córdoba,151.0,1.0,-32.142932663607,-63.8017532741662,06
1626,2020-06-02,Mendoza,23.0,1.0,-34.6298873058957,-68.58312281837979,06
2597,2020-06-02,Santa Fe,62.0,1.0,-30.7069271588117,-60.9498369430241,06
1117,2020-06-02,Entre Ríos,29.0,2.0,-32.0588735436448,-59.2014475514635,06
336,2020-06-02,CABA,883.0,14.0,-34.6144934119689,-58.4458563545429,06
1872,2020-06-02,Neuquén,18.0,1.0,-38.641757582459896,-70.1185705180601,06
76,2020-06-02,Buenos Aires,1403.0,24.0,-36.6769415180527,-60.55883198157189,06
940,2020-06-03,Córdoba,126.0,1.0,-32.142932663607,-63.8017532741662,06
337,2020-06-03,CABA,902.0,20.0,-34.6144934119689,-58.4458563545429,06
2020,2020-06-03,Río Negro,21.0,2.0,-40.4057957178801,-67.229329893694,06
77,2020-06-03,Buenos Aires,1517.0,27.0,-36.6769415180527,-60.55883198157189,06
1873,2020-06-03,Neuquén,10.0,1.0,-38.641757582459896,-70.1185705180601,06
858,2020-06-03,Corrientes,1.0,1.0,-28.7743047046407,-57.8012191977913,06
581,2020-06-03,Chaco,80.0,3.0,-26.3864309061226,-60.76583074386029,06
859,2020-06-04,Corrientes,1.0,1.0,-28.7743047046407,-57.8012191977913,06
78,2020-06-04,Buenos Aires,1425.0,27.0,-36.6769415180527,-60.55883198157189,06
1118,2020-06-04,Entre Ríos,33.0,3.0,-32.0588735436448,-59.2014475514635,06
338,2020-06-04,CABA,952.0,26.0,-34.6144934119689,-58.4458563545429,06
2462,2020-06-04,Santa Cruz,5.0,1.0,-48.8154851827063,-69.95576216719729,06
582,2020-06-04,Chaco,78.0,2.0,-26.3864309061226,-60.76583074386029,06
1793,2020-06-05,Misiones,14.0,2.0,-26.8753965086829,-54.6516966230371,06
2463,2020-06-05,Santa Cruz,4.0,1.0,-48.8154851827063,-69.95576216719729,06
79,2020-06-05,Buenos Aires,1463.0,22.0,-36.6769415180527,-60.55883198157189,06
2183,2020-06-05,Salta,5.0,1.0,-24.2991344492002,-64.8144629600627,06
583,2020-06-05,Chaco,104.0,3.0,-26.3864309061226,-60.76583074386029,06
2942,2020-06-05,Tucumán,19.0,1.0,-26.947800183078602,-65.3647579441481,06
941,2020-06-05,Córdoba,181.0,1.0,-32.142932663607,-63.8017532741662,06
339,2020-06-05,CABA,1018.0,21.0,-34.6144934119689,-58.4458563545429,06
1119,2020-06-05,Entre Ríos,36.0,3.0,-32.0588735436448,-59.2014475514635,06
1484,2020-06-06,La Rioja,12.0,2.0,-29.685776298315,-67.18173596944321,06
340,2020-06-06,CABA,1069.0,25.0,-34.6144934119689,-58.4458563545429,06
1120,2020-06-06,Entre Ríos,34.0,2.0,-32.0588735436448,-59.2014475514635,06
2021,2020-06-06,Río Negro,21.0,1.0,-40.4057957178801,-67.229329893694,06
584,2020-06-06,Chaco,69.0,1.0,-26.3864309061226,-60.76583074386029,06
1794,2020-06-06,Misiones,8.0,1.0,-26.8753965086829,-54.6516966230371,06
80,2020-06-06,Buenos Aires,1536.0,25.0,-36.6769415180527,-60.55883198157189,06
1121,2020-06-07,Entre Ríos,33.0,1.0,-32.0588735436448,-59.2014475514635,06
585,2020-06-07,Chaco,92.0,1.0,-26.3864309061226,-60.76583074386029,06
1795,2020-06-07,Misiones,9.0,1.0,-26.8753965086829,-54.6516966230371,06
1627,2020-06-07,Mendoza,18.0,1.0,-34.6298873058957,-68.58312281837979,06
2598,2020-06-07,Santa Fe,56.0,1.0,-30.7069271588117,-60.9498369430241,06
81,2020-06-07,Buenos Aires,1445.0,30.0,-36.6769415180527,-60.55883198157189,06
2184,2020-06-07,Salta,4.0,1.0,-24.2991344492002,-64.8144629600627,06
341,2020-06-07,CABA,1041.0,15.0,-34.6144934119689,-58.4458563545429,06
2022,2020-06-07,Río Negro,38.0,1.0,-40.4057957178801,-67.229329893694,06
2943,2020-06-08,Tucumán,23.0,1.0,-26.947800183078602,-65.3647579441481,06
342,2020-06-08,CABA,1284.0,23.0,-34.6144934119689,-58.4458563545429,06
2023,2020-06-08,Río Negro,38.0,3.0,-40.4057957178801,-67.229329893694,06
1796,2020-06-08,Misiones,11.0,2.0,-26.8753965086829,-54.6516966230371,06
2383,2020-06-08,San Luis,6.0,2.0,-33.7577257449137,-66.0281298195836,06
586,2020-06-08,Chaco,93.0,3.0,-26.3864309061226,-60.76583074386029,06
82,2020-06-08,Buenos Aires,1830.0,41.0,-36.6769415180527,-60.55883198157189,06
2736,2020-06-08,Santiago del Estero,2.0,1.0,-27.7824116550944,-63.252386656858796,06
343,2020-06-09,CABA,1175.0,20.0,-34.6144934119689,-58.4458563545429,06
83,2020-06-09,Buenos Aires,1774.0,26.0,-36.6769415180527,-60.55883198157189,06
1122,2020-06-09,Entre Ríos,37.0,1.0,-32.0588735436448,-59.2014475514635,06
1123,2020-06-10,Entre Ríos,45.0,1.0,-32.0588735436448,-59.2014475514635,06
84,2020-06-10,Buenos Aires,2284.0,26.0,-36.6769415180527,-60.55883198157189,06
344,2020-06-10,CABA,1328.0,28.0,-34.6144934119689,-58.4458563545429,06
764,2020-06-10,Chubut,20.0,1.0,-43.7886233529878,-68.52675939433449,06
1797,2020-06-10,Misiones,13.0,1.0,-26.8753965086829,-54.6516966230371,06
587,2020-06-10,Chaco,116.0,5.0,-26.3864309061226,-60.76583074386029,06
2024,2020-06-10,Río Negro,51.0,1.0,-40.4057957178801,-67.229329893694,06
85,2020-06-11,Buenos Aires,1753.0,25.0,-36.6769415180527,-60.55883198157189,06
588,2020-06-11,Chaco,80.0,1.0,-26.3864309061226,-60.76583074386029,06
1124,2020-06-11,Entre Ríos,26.0,1.0,-32.0588735436448,-59.2014475514635,06
2025,2020-06-11,Río Negro,43.0,3.0,-40.4057957178801,-67.229329893694,06
1798,2020-06-11,Misiones,14.0,1.0,-26.8753965086829,-54.6516966230371,06
345,2020-06-11,CABA,1188.0,28.0,-34.6144934119689,-58.4458563545429,06
1628,2020-06-11,Mendoza,26.0,1.0,-34.6298873058957,-68.58312281837979,06
2026,2020-06-12,Río Negro,43.0,1.0,-40.4057957178801,-67.229329893694,06
1125,2020-06-12,Entre Ríos,50.0,1.0,-32.0588735436448,-59.2014475514635,06
86,2020-06-12,Buenos Aires,2030.0,27.0,-36.6769415180527,-60.55883198157189,06
942,2020-06-12,Córdoba,207.0,3.0,-32.142932663607,-63.8017532741662,06
589,2020-06-12,Chaco,86.0,4.0,-26.3864309061226,-60.76583074386029,06
1874,2020-06-12,Neuquén,14.0,1.0,-38.641757582459896,-70.1185705180601,06
346,2020-06-12,CABA,1366.0,13.0,-34.6144934119689,-58.4458563545429,06
1269,2020-06-12,Jujuy,55.0,1.0,-23.3200784211351,-65.7642522180337,06
1126,2020-06-13,Entre Ríos,54.0,1.0,-32.0588735436448,-59.2014475514635,06
347,2020-06-13,CABA,1252.0,21.0,-34.6144934119689,-58.4458563545429,06
87,2020-06-13,Buenos Aires,1900.0,31.0,-36.6769415180527,-60.55883198157189,06
2027,2020-06-13,Río Negro,31.0,1.0,-40.4057957178801,-67.229329893694,06
2737,2020-06-14,Santiago del Estero,6.0,1.0,-27.7824116550944,-63.252386656858796,06
348,2020-06-14,CABA,1295.0,30.0,-34.6144934119689,-58.4458563545429,06
590,2020-06-14,Chaco,91.0,6.0,-26.3864309061226,-60.76583074386029,06
943,2020-06-14,Córdoba,197.0,2.0,-32.142932663607,-63.8017532741662,06
860,2020-06-14,Corrientes,2.0,1.0,-28.7743047046407,-57.8012191977913,06
1799,2020-06-14,Misiones,6.0,2.0,-26.8753965086829,-54.6516966230371,06
88,2020-06-14,Buenos Aires,2002.0,36.0,-36.6769415180527,-60.55883198157189,06
349,2020-06-15,CABA,1525.0,22.0,-34.6144934119689,-58.4458563545429,06
1629,2020-06-15,Mendoza,45.0,1.0,-34.6298873058957,-68.58312281837979,06
2599,2020-06-15,Santa Fe,61.0,1.0,-30.7069271588117,-60.9498369430241,06
1418,2020-06-15,La Pampa,9.0,1.0,-37.1315537735949,-65.4466546606951,06
2028,2020-06-15,Río Negro,44.0,1.0,-40.4057957178801,-67.229329893694,06
89,2020-06-15,Buenos Aires,2459.0,37.0,-36.6769415180527,-60.55883198157189,06
1875,2020-06-15,Neuquén,16.0,1.0,-38.641757582459896,-70.1185705180601,06
1127,2020-06-15,Entre Ríos,55.0,3.0,-32.0588735436448,-59.2014475514635,06
90,2020-06-16,Buenos Aires,2565.0,42.0,-36.6769415180527,-60.55883198157189,06
1630,2020-06-16,Mendoza,38.0,1.0,-34.6298873058957,-68.58312281837979,06
350,2020-06-16,CABA,1736.0,31.0,-34.6144934119689,-58.4458563545429,06
351,2020-06-17,CABA,1553.0,30.0,-34.6144934119689,-58.4458563545429,06
591,2020-06-17,Chaco,109.0,3.0,-26.3864309061226,-60.76583074386029,06
1876,2020-06-17,Neuquén,30.0,1.0,-38.641757582459896,-70.1185705180601,06
2600,2020-06-17,Santa Fe,63.0,1.0,-30.7069271588117,-60.9498369430241,06
1631,2020-06-17,Mendoza,46.0,2.0,-34.6298873058957,-68.58312281837979,06
91,2020-06-17,Buenos Aires,2262.0,35.0,-36.6769415180527,-60.55883198157189,06
2828,2020-06-17,Tierra del Fuego,4.0,1.0,-82.52151781220999,-50.7427486049785,06
2029,2020-06-17,Río Negro,47.0,3.0,-40.4057957178801,-67.229329893694,06
2601,2020-06-18,Santa Fe,59.0,1.0,-30.7069271588117,-60.9498369430241,06
592,2020-06-18,Chaco,90.0,2.0,-26.3864309061226,-60.76583074386029,06
352,2020-06-18,CABA,1586.0,30.0,-34.6144934119689,-58.4458563545429,06
1128,2020-06-18,Entre Ríos,44.0,2.0,-32.0588735436448,-59.2014475514635,06
2030,2020-06-18,Río Negro,52.0,1.0,-40.4057957178801,-67.229329893694,06
1485,2020-06-18,La Rioja,12.0,1.0,-29.685776298315,-67.18173596944321,06
92,2020-06-18,Buenos Aires,2371.0,31.0,-36.6769415180527,-60.55883198157189,06
2464,2020-06-18,Santa Cruz,8.0,1.0,-48.8154851827063,-69.95576216719729,06
353,2020-06-19,CABA,1637.0,24.0,-34.6144934119689,-58.4458563545429,06
93,2020-06-19,Buenos Aires,2458.0,33.0,-36.6769415180527,-60.55883198157189,06
593,2020-06-19,Chaco,106.0,8.0,-26.3864309061226,-60.76583074386029,06
1632,2020-06-19,Mendoza,31.0,1.0,-34.6298873058957,-68.58312281837979,06
1800,2020-06-19,Misiones,11.0,1.0,-26.8753965086829,-54.6516966230371,06
1877,2020-06-19,Neuquén,25.0,2.0,-38.641757582459896,-70.1185705180601,06
2031,2020-06-19,Río Negro,47.0,1.0,-40.4057957178801,-67.229329893694,06
1878,2020-06-20,Neuquén,17.0,1.0,-38.641757582459896,-70.1185705180601,06
354,2020-06-20,CABA,1695.0,28.0,-34.6144934119689,-58.4458563545429,06
594,2020-06-20,Chaco,140.0,1.0,-26.3864309061226,-60.76583074386029,06
2032,2020-06-20,Río Negro,57.0,2.0,-40.4057957178801,-67.229329893694,06
94,2020-06-20,Buenos Aires,3212.0,32.0,-36.6769415180527,-60.55883198157189,06
95,2020-06-21,Buenos Aires,2374.0,46.0,-36.6769415180527,-60.55883198157189,06
1129,2020-06-21,Entre Ríos,70.0,3.0,-32.0588735436448,-59.2014475514635,06
595,2020-06-21,Chaco,76.0,1.0,-26.3864309061226,-60.76583074386029,06
2033,2020-06-21,Río Negro,44.0,2.0,-40.4057957178801,-67.229329893694,06
355,2020-06-21,CABA,1544.0,28.0,-34.6144934119689,-58.4458563545429,06
2185,2020-06-22,Salta,5.0,1.0,-24.2991344492002,-64.8144629600627,06
2602,2020-06-22,Santa Fe,81.0,1.0,-30.7069271588117,-60.9498369430241,06
356,2020-06-22,CABA,1839.0,29.0,-34.6144934119689,-58.4458563545429,06
1633,2020-06-22,Mendoza,31.0,1.0,-34.6298873058957,-68.58312281837979,06
1801,2020-06-22,Misiones,13.0,1.0,-26.8753965086829,-54.6516966230371,06
