,date,prov_x,deaths,cases,lats,lons,mes
2098,2020-09-10,Río Negro,315.0,4.0,-40.4057957178801,-67.229329893694,09
1529,2020-09-10,La Rioja,9.0,3.0,-29.685776298315,-67.18173596944321,09
176,2020-09-10,Buenos Aires,7385.0,189.0,-36.6769415180527,-60.55883198157189,09
997,2020-09-10,Córdoba,385.0,8.0,-32.142932663607,-63.8017532741662,09
1189,2020-09-10,Entre Ríos,317.0,8.0,-32.0588735436448,-59.2014475514635,09
2651,2020-09-10,Santa Fe,783.0,24.0,-30.7069271588117,-60.9498369430241,09
2860,2020-09-10,Tierra del Fuego,58.0,3.0,-82.52151781220999,-50.7427486049785,09
436,2020-09-10,CABA,2015.0,54.0,-34.6144934119689,-58.4458563545429,09
675,2020-09-10,Chaco,138.0,5.0,-26.3864309061226,-60.76583074386029,09
778,2020-09-10,Chubut,83.0,1.0,-43.7886233529878,-68.52675939433449,09
2235,2020-09-10,Salta,247.0,16.0,-24.2991344492002,-64.8144629600627,09
1699,2020-09-10,Mendoza,396.0,21.0,-34.6298873058957,-68.58312281837979,09
2491,2020-09-10,Santa Cruz,108.0,1.0,-48.8154851827063,-69.95576216719729,09
2753,2020-09-10,Santiago del Estero,129.0,1.0,-27.7824116550944,-63.252386656858796,09
1919,2020-09-10,Neuquén,422.0,3.0,-38.641757582459896,-70.1185705180601,09
1340,2020-09-10,Jujuy,67.0,17.0,-23.3200784211351,-65.7642522180337,09
866,2020-09-10,Corrientes,15.0,1.0,-28.7743047046407,-57.8012191977913,09
2386,2020-09-10,San Luis,15.0,1.0,-33.7577257449137,-66.0281298195836,09
779,2020-09-11,Chubut,94.0,2.0,-43.7886233529878,-68.52675939433449,09
2652,2020-09-11,Santa Fe,806.0,24.0,-30.7069271588117,-60.9498369430241,09
2387,2020-09-11,San Luis,12.0,1.0,-33.7577257449137,-66.0281298195836,09
2099,2020-09-11,Río Negro,299.0,3.0,-40.4057957178801,-67.229329893694,09
2236,2020-09-11,Salta,190.0,13.0,-24.2991344492002,-64.8144629600627,09
1427,2020-09-11,La Pampa,151.0,1.0,-37.1315537735949,-65.4466546606951,09
2492,2020-09-11,Santa Cruz,105.0,1.0,-48.8154851827063,-69.95576216719729,09
1920,2020-09-11,Neuquén,392.0,1.0,-38.641757582459896,-70.1185705180601,09
437,2020-09-11,CABA,1762.0,79.0,-34.6144934119689,-58.4458563545429,09
867,2020-09-11,Corrientes,8.0,1.0,-28.7743047046407,-57.8012191977913,09
177,2020-09-11,Buenos Aires,6123.0,190.0,-36.6769415180527,-60.55883198157189,09
1341,2020-09-11,Jujuy,42.0,11.0,-23.3200784211351,-65.7642522180337,09
998,2020-09-11,Córdoba,260.0,11.0,-32.142932663607,-63.8017532741662,09
2325,2020-09-11,San Juan,14.0,2.0,-30.8653679979618,-68.8894908486844,09
676,2020-09-11,Chaco,89.0,5.0,-26.3864309061226,-60.76583074386029,09
1700,2020-09-11,Mendoza,375.0,9.0,-34.6298873058957,-68.58312281837979,09
1190,2020-09-11,Entre Ríos,280.0,1.0,-32.0588735436448,-59.2014475514635,09
1530,2020-09-11,La Rioja,13.0,5.0,-29.685776298315,-67.18173596944321,09
2968,2020-09-11,Tucumán,305.0,7.0,-26.947800183078602,-65.3647579441481,09
2861,2020-09-11,Tierra del Fuego,65.0,2.0,-82.52151781220999,-50.7427486049785,09
2754,2020-09-11,Santiago del Estero,90.0,1.0,-27.7824116550944,-63.252386656858796,09
2969,2020-09-12,Tucumán,314.0,6.0,-26.947800183078602,-65.3647579441481,09
178,2020-09-12,Buenos Aires,6236.0,171.0,-36.6769415180527,-60.55883198157189,09
2388,2020-09-12,San Luis,8.0,1.0,-33.7577257449137,-66.0281298195836,09
2237,2020-09-12,Salta,148.0,10.0,-24.2991344492002,-64.8144629600627,09
2100,2020-09-12,Río Negro,273.0,7.0,-40.4057957178801,-67.229329893694,09
2326,2020-09-12,San Juan,12.0,1.0,-30.8653679979618,-68.8894908486844,09
1701,2020-09-12,Mendoza,358.0,12.0,-34.6298873058957,-68.58312281837979,09
1191,2020-09-12,Entre Ríos,291.0,4.0,-32.0588735436448,-59.2014475514635,09
2653,2020-09-12,Santa Fe,830.0,15.0,-30.7069271588117,-60.9498369430241,09
1531,2020-09-12,La Rioja,8.0,2.0,-29.685776298315,-67.18173596944321,09
999,2020-09-12,Córdoba,306.0,7.0,-32.142932663607,-63.8017532741662,09
1342,2020-09-12,Jujuy,41.0,6.0,-23.3200784211351,-65.7642522180337,09
1837,2020-09-12,Misiones,11.0,1.0,-26.8753965086829,-54.6516966230371,09
1921,2020-09-12,Neuquén,415.0,6.0,-38.641757582459896,-70.1185705180601,09
780,2020-09-12,Chubut,97.0,3.0,-43.7886233529878,-68.52675939433449,09
2862,2020-09-12,Tierra del Fuego,77.0,1.0,-82.52151781220999,-50.7427486049785,09
1428,2020-09-12,La Pampa,153.0,1.0,-37.1315537735949,-65.4466546606951,09
438,2020-09-12,CABA,1688.0,54.0,-34.6144934119689,-58.4458563545429,09
677,2020-09-12,Chaco,116.0,4.0,-26.3864309061226,-60.76583074386029,09
2755,2020-09-13,Santiago del Estero,166.0,1.0,-27.7824116550944,-63.252386656858796,09
2970,2020-09-13,Tucumán,329.0,5.0,-26.947800183078602,-65.3647579441481,09
1532,2020-09-13,La Rioja,5.0,3.0,-29.685776298315,-67.18173596944321,09
868,2020-09-13,Corrientes,2.0,3.0,-28.7743047046407,-57.8012191977913,09
1192,2020-09-13,Entre Ríos,296.0,6.0,-32.0588735436448,-59.2014475514635,09
1343,2020-09-13,Jujuy,51.0,19.0,-23.3200784211351,-65.7642522180337,09
1838,2020-09-13,Misiones,14.0,1.0,-26.8753965086829,-54.6516966230371,09
2327,2020-09-13,San Juan,14.0,1.0,-30.8653679979618,-68.8894908486844,09
179,2020-09-13,Buenos Aires,6317.0,182.0,-36.6769415180527,-60.55883198157189,09
1000,2020-09-13,Córdoba,385.0,13.0,-32.142932663607,-63.8017532741662,09
439,2020-09-13,CABA,1691.0,58.0,-34.6144934119689,-58.4458563545429,09
1702,2020-09-13,Mendoza,312.0,17.0,-34.6298873058957,-68.58312281837979,09
2493,2020-09-13,Santa Cruz,100.0,6.0,-48.8154851827063,-69.95576216719729,09
2238,2020-09-13,Salta,172.0,16.0,-24.2991344492002,-64.8144629600627,09
2654,2020-09-13,Santa Fe,829.0,20.0,-30.7069271588117,-60.9498369430241,09
1922,2020-09-13,Neuquén,372.0,4.0,-38.641757582459896,-70.1185705180601,09
781,2020-09-13,Chubut,96.0,1.0,-43.7886233529878,-68.52675939433449,09
678,2020-09-13,Chaco,128.0,2.0,-26.3864309061226,-60.76583074386029,09
2389,2020-09-13,San Luis,4.0,2.0,-33.7577257449137,-66.0281298195836,09
2101,2020-09-13,Río Negro,310.0,4.0,-40.4057957178801,-67.229329893694,09
2328,2020-09-14,San Juan,12.0,1.0,-30.8653679979618,-68.8894908486844,09
180,2020-09-14,Buenos Aires,7551.0,214.0,-36.6769415180527,-60.55883198157189,09
1923,2020-09-14,Neuquén,459.0,3.0,-38.641757582459896,-70.1185705180601,09
2239,2020-09-14,Salta,197.0,9.0,-24.2991344492002,-64.8144629600627,09
1839,2020-09-14,Misiones,11.0,2.0,-26.8753965086829,-54.6516966230371,09
2494,2020-09-14,Santa Cruz,79.0,3.0,-48.8154851827063,-69.95576216719729,09
782,2020-09-14,Chubut,142.0,3.0,-43.7886233529878,-68.52675939433449,09
2756,2020-09-14,Santiago del Estero,155.0,1.0,-27.7824116550944,-63.252386656858796,09
1344,2020-09-14,Jujuy,53.0,5.0,-23.3200784211351,-65.7642522180337,09
2863,2020-09-14,Tierra del Fuego,61.0,1.0,-82.52151781220999,-50.7427486049785,09
1001,2020-09-14,Córdoba,566.0,9.0,-32.142932663607,-63.8017532741662,09
679,2020-09-14,Chaco,118.0,5.0,-26.3864309061226,-60.76583074386029,09
440,2020-09-14,CABA,2032.0,57.0,-34.6144934119689,-58.4458563545429,09
1703,2020-09-14,Mendoza,454.0,17.0,-34.6298873058957,-68.58312281837979,09
2971,2020-09-14,Tucumán,364.0,12.0,-26.947800183078602,-65.3647579441481,09
2390,2020-09-14,San Luis,6.0,1.0,-33.7577257449137,-66.0281298195836,09
1193,2020-09-14,Entre Ríos,310.0,5.0,-32.0588735436448,-59.2014475514635,09
2655,2020-09-14,Santa Fe,1028.0,36.0,-30.7069271588117,-60.9498369430241,09
2102,2020-09-14,Río Negro,343.0,6.0,-40.4057957178801,-67.229329893694,09
1704,2020-09-15,Mendoza,413.0,11.0,-34.6298873058957,-68.58312281837979,09
2240,2020-09-15,Salta,211.0,14.0,-24.2991344492002,-64.8144629600627,09
2864,2020-09-15,Tierra del Fuego,94.0,1.0,-82.52151781220999,-50.7427486049785,09
2495,2020-09-15,Santa Cruz,100.0,3.0,-48.8154851827063,-69.95576216719729,09
2391,2020-09-15,San Luis,10.0,1.0,-33.7577257449137,-66.0281298195836,09
1194,2020-09-15,Entre Ríos,311.0,8.0,-32.0588735436448,-59.2014475514635,09
2656,2020-09-15,Santa Fe,888.0,34.0,-30.7069271588117,-60.9498369430241,09
869,2020-09-15,Corrientes,5.0,2.0,-28.7743047046407,-57.8012191977913,09
441,2020-09-15,CABA,1948.0,63.0,-34.6144934119689,-58.4458563545429,09
783,2020-09-15,Chubut,112.0,1.0,-43.7886233529878,-68.52675939433449,09
1533,2020-09-15,La Rioja,5.0,3.0,-29.685776298315,-67.18173596944321,09
2972,2020-09-15,Tucumán,416.0,9.0,-26.947800183078602,-65.3647579441481,09
2103,2020-09-15,Río Negro,330.0,3.0,-40.4057957178801,-67.229329893694,09
1002,2020-09-15,Córdoba,721.0,14.0,-32.142932663607,-63.8017532741662,09
1924,2020-09-15,Neuquén,378.0,4.0,-38.641757582459896,-70.1185705180601,09
680,2020-09-15,Chaco,75.0,6.0,-26.3864309061226,-60.76583074386029,09
181,2020-09-15,Buenos Aires,6907.0,198.0,-36.6769415180527,-60.55883198157189,09
1345,2020-09-15,Jujuy,60.0,12.0,-23.3200784211351,-65.7642522180337,09
1925,2020-09-16,Neuquén,334.0,6.0,-38.641757582459896,-70.1185705180601,09
1705,2020-09-16,Mendoza,418.0,10.0,-34.6298873058957,-68.58312281837979,09
442,2020-09-16,CABA,1879.0,52.0,-34.6144934119689,-58.4458563545429,09
2973,2020-09-16,Tucumán,347.0,9.0,-26.947800183078602,-65.3647579441481,09
2241,2020-09-16,Salta,182.0,18.0,-24.2991344492002,-64.8144629600627,09
2392,2020-09-16,San Luis,16.0,1.0,-33.7577257449137,-66.0281298195836,09
2757,2020-09-16,Santiago del Estero,139.0,2.0,-27.7824116550944,-63.252386656858796,09
1346,2020-09-16,Jujuy,37.0,16.0,-23.3200784211351,-65.7642522180337,09
1195,2020-09-16,Entre Ríos,282.0,4.0,-32.0588735436448,-59.2014475514635,09
2865,2020-09-16,Tierra del Fuego,89.0,3.0,-82.52151781220999,-50.7427486049785,09
182,2020-09-16,Buenos Aires,5695.0,215.0,-36.6769415180527,-60.55883198157189,09
1003,2020-09-16,Córdoba,804.0,13.0,-32.142932663607,-63.8017532741662,09
784,2020-09-16,Chubut,126.0,1.0,-43.7886233529878,-68.52675939433449,09
870,2020-09-16,Corrientes,4.0,1.0,-28.7743047046407,-57.8012191977913,09
681,2020-09-16,Chaco,113.0,4.0,-26.3864309061226,-60.76583074386029,09
2657,2020-09-16,Santa Fe,868.0,21.0,-30.7069271588117,-60.9498369430241,09
1534,2020-09-16,La Rioja,4.0,1.0,-29.685776298315,-67.18173596944321,09
2104,2020-09-16,Río Negro,294.0,7.0,-40.4057957178801,-67.229329893694,09
1196,2020-09-17,Entre Ríos,262.0,6.0,-32.0588735436448,-59.2014475514635,09
2974,2020-09-17,Tucumán,356.0,8.0,-26.947800183078602,-65.3647579441481,09
183,2020-09-17,Buenos Aires,5382.0,198.0,-36.6769415180527,-60.55883198157189,09
2393,2020-09-17,San Luis,10.0,2.0,-33.7577257449137,-66.0281298195836,09
871,2020-09-17,Corrientes,5.0,1.0,-28.7743047046407,-57.8012191977913,09
1535,2020-09-17,La Rioja,9.0,4.0,-29.685776298315,-67.18173596944321,09
1926,2020-09-17,Neuquén,372.0,8.0,-38.641757582459896,-70.1185705180601,09
443,2020-09-17,CABA,1712.0,51.0,-34.6144934119689,-58.4458563545429,09
2242,2020-09-17,Salta,176.0,20.0,-24.2991344492002,-64.8144629600627,09
2758,2020-09-17,Santiago del Estero,174.0,2.0,-27.7824116550944,-63.252386656858796,09
1347,2020-09-17,Jujuy,29.0,11.0,-23.3200784211351,-65.7642522180337,09
2866,2020-09-17,Tierra del Fuego,107.0,2.0,-82.52151781220999,-50.7427486049785,09
2496,2020-09-17,Santa Cruz,94.0,1.0,-48.8154851827063,-69.95576216719729,09
1004,2020-09-17,Córdoba,710.0,19.0,-32.142932663607,-63.8017532741662,09
2329,2020-09-17,San Juan,19.0,1.0,-30.8653679979618,-68.8894908486844,09
785,2020-09-17,Chubut,140.0,3.0,-43.7886233529878,-68.52675939433449,09
682,2020-09-17,Chaco,64.0,3.0,-26.3864309061226,-60.76583074386029,09
2658,2020-09-17,Santa Fe,906.0,35.0,-30.7069271588117,-60.9498369430241,09
1706,2020-09-17,Mendoza,349.0,18.0,-34.6298873058957,-68.58312281837979,09
2105,2020-09-17,Río Negro,281.0,11.0,-40.4057957178801,-67.229329893694,09
444,2020-09-18,CABA,1646.0,57.0,-34.6144934119689,-58.4458563545429,09
1429,2020-09-18,La Pampa,89.0,1.0,-37.1315537735949,-65.4466546606951,09
184,2020-09-18,Buenos Aires,6166.0,189.0,-36.6769415180527,-60.55883198157189,09
683,2020-09-18,Chaco,86.0,8.0,-26.3864309061226,-60.76583074386029,09
1197,2020-09-18,Entre Ríos,274.0,5.0,-32.0588735436448,-59.2014475514635,09
2394,2020-09-18,San Luis,11.0,1.0,-33.7577257449137,-66.0281298195836,09
1005,2020-09-18,Córdoba,890.0,19.0,-32.142932663607,-63.8017532741662,09
2106,2020-09-18,Río Negro,340.0,6.0,-40.4057957178801,-67.229329893694,09
1536,2020-09-18,La Rioja,9.0,3.0,-29.685776298315,-67.18173596944321,09
2975,2020-09-18,Tucumán,335.0,14.0,-26.947800183078602,-65.3647579441481,09
1348,2020-09-18,Jujuy,50.0,9.0,-23.3200784211351,-65.7642522180337,09
2330,2020-09-18,San Juan,12.0,1.0,-30.8653679979618,-68.8894908486844,09
1927,2020-09-18,Neuquén,443.0,2.0,-38.641757582459896,-70.1185705180601,09
1840,2020-09-18,Misiones,13.0,3.0,-26.8753965086829,-54.6516966230371,09
2659,2020-09-18,Santa Fe,892.0,32.0,-30.7069271588117,-60.9498369430241,09
2497,2020-09-18,Santa Cruz,128.0,2.0,-48.8154851827063,-69.95576216719729,09
2243,2020-09-18,Salta,197.0,12.0,-24.2991344492002,-64.8144629600627,09
1707,2020-09-18,Mendoza,451.0,18.0,-34.6298873058957,-68.58312281837979,09
872,2020-09-18,Corrientes,4.0,1.0,-28.7743047046407,-57.8012191977913,09
786,2020-09-18,Chubut,148.0,2.0,-43.7886233529878,-68.52675939433449,09
2244,2020-09-19,Salta,133.0,20.0,-24.2991344492002,-64.8144629600627,09
1708,2020-09-19,Mendoza,468.0,21.0,-34.6298873058957,-68.58312281837979,09
2107,2020-09-19,Río Negro,297.0,7.0,-40.4057957178801,-67.229329893694,09
873,2020-09-19,Corrientes,5.0,1.0,-28.7743047046407,-57.8012191977913,09
1006,2020-09-19,Córdoba,838.0,15.0,-32.142932663607,-63.8017532741662,09
1841,2020-09-19,Misiones,11.0,1.0,-26.8753965086829,-54.6516966230371,09
1928,2020-09-19,Neuquén,354.0,6.0,-38.641757582459896,-70.1185705180601,09
2395,2020-09-19,San Luis,35.0,1.0,-33.7577257449137,-66.0281298195836,09
1537,2020-09-19,La Rioja,12.0,2.0,-29.685776298315,-67.18173596944321,09
1349,2020-09-19,Jujuy,39.0,4.0,-23.3200784211351,-65.7642522180337,09
2759,2020-09-19,Santiago del Estero,152.0,6.0,-27.7824116550944,-63.252386656858796,09
684,2020-09-19,Chaco,81.0,7.0,-26.3864309061226,-60.76583074386029,09
2331,2020-09-19,San Juan,10.0,1.0,-30.8653679979618,-68.8894908486844,09
2976,2020-09-19,Tucumán,286.0,11.0,-26.947800183078602,-65.3647579441481,09
445,2020-09-19,CABA,1435.0,50.0,-34.6144934119689,-58.4458563545429,09
2660,2020-09-19,Santa Fe,945.0,30.0,-30.7069271588117,-60.9498369430241,09
1198,2020-09-19,Entre Ríos,316.0,2.0,-32.0588735436448,-59.2014475514635,09
185,2020-09-19,Buenos Aires,6051.0,192.0,-36.6769415180527,-60.55883198157189,09
2498,2020-09-19,Santa Cruz,162.0,1.0,-48.8154851827063,-69.95576216719729,09
787,2020-09-20,Chubut,161.0,1.0,-43.7886233529878,-68.52675939433449,09
2108,2020-09-20,Río Negro,359.0,8.0,-40.4057957178801,-67.229329893694,09
2661,2020-09-20,Santa Fe,1104.0,34.0,-30.7069271588117,-60.9498369430241,09
2245,2020-09-20,Salta,211.0,16.0,-24.2991344492002,-64.8144629600627,09
1350,2020-09-20,Jujuy,42.0,7.0,-23.3200784211351,-65.7642522180337,09
1929,2020-09-20,Neuquén,476.0,5.0,-38.641757582459896,-70.1185705180601,09
2867,2020-09-20,Tierra del Fuego,92.0,1.0,-82.52151781220999,-50.7427486049785,09
2499,2020-09-20,Santa Cruz,138.0,1.0,-48.8154851827063,-69.95576216719729,09
685,2020-09-20,Chaco,112.0,4.0,-26.3864309061226,-60.76583074386029,09
1538,2020-09-20,La Rioja,8.0,4.0,-29.685776298315,-67.18173596944321,09
2977,2020-09-20,Tucumán,318.0,7.0,-26.947800183078602,-65.3647579441481,09
1007,2020-09-20,Córdoba,933.0,20.0,-32.142932663607,-63.8017532741662,09
1842,2020-09-20,Misiones,13.0,1.0,-26.8753965086829,-54.6516966230371,09
2396,2020-09-20,San Luis,38.0,1.0,-33.7577257449137,-66.0281298195836,09
2332,2020-09-20,San Juan,30.0,1.0,-30.8653679979618,-68.8894908486844,09
2760,2020-09-20,Santiago del Estero,313.0,2.0,-27.7824116550944,-63.252386656858796,09
1709,2020-09-20,Mendoza,500.0,9.0,-34.6298873058957,-68.58312281837979,09
446,2020-09-20,CABA,1746.0,47.0,-34.6144934119689,-58.4458563545429,09
1199,2020-09-20,Entre Ríos,345.0,6.0,-32.0588735436448,-59.2014475514635,09
186,2020-09-20,Buenos Aires,7385.0,171.0,-36.6769415180527,-60.55883198157189,09
686,2020-09-21,Chaco,87.0,3.0,-26.3864309061226,-60.76583074386029,09
1710,2020-09-21,Mendoza,496.0,21.0,-34.6298873058957,-68.58312281837979,09
2868,2020-09-21,Tierra del Fuego,114.0,4.0,-82.52151781220999,-50.7427486049785,09
1008,2020-09-21,Córdoba,1177.0,21.0,-32.142932663607,-63.8017532741662,09
2978,2020-09-21,Tucumán,354.0,13.0,-26.947800183078602,-65.3647579441481,09
2109,2020-09-21,Río Negro,291.0,16.0,-40.4057957178801,-67.229329893694,09
1930,2020-09-21,Neuquén,483.0,10.0,-38.641757582459896,-70.1185705180601,09
2662,2020-09-21,Santa Fe,1073.0,36.0,-30.7069271588117,-60.9498369430241,09
2246,2020-09-21,Salta,201.0,10.0,-24.2991344492002,-64.8144629600627,09
1351,2020-09-21,Jujuy,36.0,15.0,-23.3200784211351,-65.7642522180337,09
187,2020-09-21,Buenos Aires,6835.0,199.0,-36.6769415180527,-60.55883198157189,09
447,2020-09-21,CABA,1679.0,41.0,-34.6144934119689,-58.4458563545429,09
788,2020-09-21,Chubut,170.0,2.0,-43.7886233529878,-68.52675939433449,09
1200,2020-09-21,Entre Ríos,321.0,4.0,-32.0588735436448,-59.2014475514635,09
2761,2020-09-21,Santiago del Estero,248.0,2.0,-27.7824116550944,-63.252386656858796,09
1539,2020-09-21,La Rioja,5.0,2.0,-29.685776298315,-67.18173596944321,09
2333,2020-09-21,San Juan,26.0,1.0,-30.8653679979618,-68.8894908486844,09
1352,2020-09-22,Jujuy,35.0,11.0,-23.3200784211351,-65.7642522180337,09
188,2020-09-22,Buenos Aires,6077.0,184.0,-36.6769415180527,-60.55883198157189,09
2762,2020-09-22,Santiago del Estero,198.0,2.0,-27.7824116550944,-63.252386656858796,09
1201,2020-09-22,Entre Ríos,312.0,6.0,-32.0588735436448,-59.2014475514635,09
2500,2020-09-22,Santa Cruz,168.0,2.0,-48.8154851827063,-69.95576216719729,09
1009,2020-09-22,Córdoba,1028.0,16.0,-32.142932663607,-63.8017532741662,09
2663,2020-09-22,Santa Fe,969.0,30.0,-30.7069271588117,-60.9498369430241,09
1931,2020-09-22,Neuquén,388.0,7.0,-38.641757582459896,-70.1185705180601,09
2110,2020-09-22,Río Negro,314.0,10.0,-40.4057957178801,-67.229329893694,09
687,2020-09-22,Chaco,105.0,4.0,-26.3864309061226,-60.76583074386029,09
1711,2020-09-22,Mendoza,455.0,14.0,-34.6298873058957,-68.58312281837979,09
2979,2020-09-22,Tucumán,376.0,11.0,-26.947800183078602,-65.3647579441481,09
1540,2020-09-22,La Rioja,6.0,2.0,-29.685776298315,-67.18173596944321,09
2247,2020-09-22,Salta,116.0,18.0,-24.2991344492002,-64.8144629600627,09
448,2020-09-22,CABA,1520.0,57.0,-34.6144934119689,-58.4458563545429,09
2397,2020-09-22,San Luis,23.0,1.0,-33.7577257449137,-66.0281298195836,09
789,2020-09-22,Chubut,164.0,4.0,-43.7886233529878,-68.52675939433449,09
1430,2020-09-22,La Pampa,127.0,1.0,-37.1315537735949,-65.4466546606951,09
2869,2020-09-22,Tierra del Fuego,92.0,3.0,-82.52151781220999,-50.7427486049785,09
189,2020-09-23,Buenos Aires,5759.0,188.0,-36.6769415180527,-60.55883198157189,09
2980,2020-09-23,Tucumán,352.0,10.0,-26.947800183078602,-65.3647579441481,09
2398,2020-09-23,San Luis,35.0,2.0,-33.7577257449137,-66.0281298195836,09
2664,2020-09-23,Santa Fe,985.0,45.0,-30.7069271588117,-60.9498369430241,09
2111,2020-09-23,Río Negro,299.0,13.0,-40.4057957178801,-67.229329893694,09
2763,2020-09-23,Santiago del Estero,146.0,3.0,-27.7824116550944,-63.252386656858796,09
790,2020-09-23,Chubut,203.0,3.0,-43.7886233529878,-68.52675939433449,09
2501,2020-09-23,Santa Cruz,145.0,3.0,-48.8154851827063,-69.95576216719729,09
874,2020-09-23,Corrientes,4.0,2.0,-28.7743047046407,-57.8012191977913,09
449,2020-09-23,CABA,1730.0,43.0,-34.6144934119689,-58.4458563545429,09
2248,2020-09-23,Salta,162.0,22.0,-24.2991344492002,-64.8144629600627,09
1541,2020-09-23,La Rioja,10.0,5.0,-29.685776298315,-67.18173596944321,09
1712,2020-09-23,Mendoza,382.0,19.0,-34.6298873058957,-68.58312281837979,09
2870,2020-09-23,Tierra del Fuego,83.0,2.0,-82.52151781220999,-50.7427486049785,09
1010,2020-09-23,Córdoba,1289.0,19.0,-32.142932663607,-63.8017532741662,09
2334,2020-09-23,San Juan,25.0,1.0,-30.8653679979618,-68.8894908486844,09
688,2020-09-23,Chaco,95.0,5.0,-26.3864309061226,-60.76583074386029,09
1932,2020-09-23,Neuquén,375.0,6.0,-38.641757582459896,-70.1185705180601,09
1353,2020-09-23,Jujuy,33.0,18.0,-23.3200784211351,-65.7642522180337,09
1202,2020-09-23,Entre Ríos,321.0,1.0,-32.0588735436448,-59.2014475514635,09
2399,2020-09-24,San Luis,23.0,2.0,-33.7577257449137,-66.0281298195836,09
1011,2020-09-24,Córdoba,1079.0,19.0,-32.142932663607,-63.8017532741662,09
1542,2020-09-24,La Rioja,7.0,6.0,-29.685776298315,-67.18173596944321,09
1354,2020-09-24,Jujuy,45.0,11.0,-23.3200784211351,-65.7642522180337,09
1843,2020-09-24,Misiones,9.0,3.0,-26.8753965086829,-54.6516966230371,09
791,2020-09-24,Chubut,160.0,1.0,-43.7886233529878,-68.52675939433449,09
190,2020-09-24,Buenos Aires,5544.0,178.0,-36.6769415180527,-60.55883198157189,09
689,2020-09-24,Chaco,83.0,3.0,-26.3864309061226,-60.76583074386029,09
2981,2020-09-24,Tucumán,239.0,8.0,-26.947800183078602,-65.3647579441481,09
450,2020-09-24,CABA,1718.0,43.0,-34.6144934119689,-58.4458563545429,09
2249,2020-09-24,Salta,160.0,26.0,-24.2991344492002,-64.8144629600627,09
2871,2020-09-24,Tierra del Fuego,104.0,1.0,-82.52151781220999,-50.7427486049785,09
2112,2020-09-24,Río Negro,295.0,12.0,-40.4057957178801,-67.229329893694,09
2502,2020-09-24,Santa Cruz,172.0,3.0,-48.8154851827063,-69.95576216719729,09
1933,2020-09-24,Neuquén,428.0,5.0,-38.641757582459896,-70.1185705180601,09
1713,2020-09-24,Mendoza,430.0,26.0,-34.6298873058957,-68.58312281837979,09
2764,2020-09-24,Santiago del Estero,226.0,5.0,-27.7824116550944,-63.252386656858796,09
1203,2020-09-24,Entre Ríos,297.0,4.0,-32.0588735436448,-59.2014475514635,09
2665,2020-09-24,Santa Fe,1005.0,32.0,-30.7069271588117,-60.9498369430241,09
2503,2020-09-25,Santa Cruz,171.0,3.0,-48.8154851827063,-69.95576216719729,09
2666,2020-09-25,Santa Fe,1177.0,46.0,-30.7069271588117,-60.9498369430241,09
1012,2020-09-25,Córdoba,828.0,21.0,-32.142932663607,-63.8017532741662,09
191,2020-09-25,Buenos Aires,6190.0,195.0,-36.6769415180527,-60.55883198157189,09
2250,2020-09-25,Salta,159.0,26.0,-24.2991344492002,-64.8144629600627,09
1543,2020-09-25,La Rioja,6.0,9.0,-29.685776298315,-67.18173596944321,09
690,2020-09-25,Chaco,134.0,4.0,-26.3864309061226,-60.76583074386029,09
451,2020-09-25,CABA,1623.0,51.0,-34.6144934119689,-58.4458563545429,09
2872,2020-09-25,Tierra del Fuego,149.0,2.0,-82.52151781220999,-50.7427486049785,09
2113,2020-09-25,Río Negro,344.0,5.0,-40.4057957178801,-67.229329893694,09
2982,2020-09-25,Tucumán,365.0,13.0,-26.947800183078602,-65.3647579441481,09
2335,2020-09-25,San Juan,63.0,2.0,-30.8653679979618,-68.8894908486844,09
792,2020-09-25,Chubut,178.0,7.0,-43.7886233529878,-68.52675939433449,09
1204,2020-09-25,Entre Ríos,322.0,3.0,-32.0588735436448,-59.2014475514635,09
1355,2020-09-25,Jujuy,28.0,9.0,-23.3200784211351,-65.7642522180337,09
1934,2020-09-25,Neuquén,512.0,5.0,-38.641757582459896,-70.1185705180601,09
1714,2020-09-25,Mendoza,522.0,25.0,-34.6298873058957,-68.58312281837979,09
452,2020-09-26,CABA,1304.0,31.0,-34.6144934119689,-58.4458563545429,09
2667,2020-09-26,Santa Fe,1157.0,39.0,-30.7069271588117,-60.9498369430241,09
2504,2020-09-26,Santa Cruz,143.0,5.0,-48.8154851827063,-69.95576216719729,09
1935,2020-09-26,Neuquén,494.0,5.0,-38.641757582459896,-70.1185705180601,09
2873,2020-09-26,Tierra del Fuego,127.0,1.0,-82.52151781220999,-50.7427486049785,09
793,2020-09-26,Chubut,166.0,3.0,-43.7886233529878,-68.52675939433449,09
1356,2020-09-26,Jujuy,19.0,18.0,-23.3200784211351,-65.7642522180337,09
1431,2020-09-26,La Pampa,85.0,3.0,-37.1315537735949,-65.4466546606951,09
875,2020-09-26,Corrientes,2.0,1.0,-28.7743047046407,-57.8012191977913,09
1544,2020-09-26,La Rioja,12.0,5.0,-29.685776298315,-67.18173596944321,09
1715,2020-09-26,Mendoza,459.0,18.0,-34.6298873058957,-68.58312281837979,09
192,2020-09-26,Buenos Aires,5966.0,189.0,-36.6769415180527,-60.55883198157189,09
1013,2020-09-26,Córdoba,856.0,23.0,-32.142932663607,-63.8017532741662,09
